"","X","Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","rent_max","rent_min"
"948",948,"5154 Lincoln Ave #3","Los Angeles","CA","90042","$2,095",NA,"14","Multi-Family Home","750","(213) 389-9277","2","2",1,"1",0,0,0,0,0,0,2,4,5,6,0,NA,34.11978,-118.203177,9,43080,3.14,"11.8","40.3",1.36,52,2.4,700,0.69,0.21,0.59,0.21,"0.024",63,82,45,14,29,6,11,"https://www.trulia.com/c/ca/los-angeles/5154-lincoln-ave-3-los-angeles-ca-90042--2346862833",6,37,183300,3009,60371833003009,"Block 3009","G5040","U",51445,"U","S",20341,0,34.1195432,-118.2040651,NA,2095
"949",949,"7940 Vulcan Dr","Los Angeles","CA","90046","$16,500",1986,"14","Single-Family Home","5,273","(310) 383-5949","4","4",6,"6",0,0,0,0,0,0,2,8,2,3,0,NA,34.116793,-118.369714,9,8587,3.14,"11.9","41.2",1.31,50,2.6,400,0.51,0.12,0.53,0.091,"0.48",17,18,16,1,2,6,14,"https://www.trulia.com/c/ca/los-angeles/7940-vulcan-dr-los-angeles-ca-90046--1043589538",6,37,194102,1004,60371941021004,"Block 1004","G5040","U",51445,"U","S",368677,0,34.1152921,-118.3701778,NA,16500
"950",950,"1738 Barry Ave #2","Los Angeles","CA","90025","$3,295",NA,"14","Multi-Family Home",NA,"(323) 801-6484","2","2",2,"2",0,0,0,0,0,0,2,7,2,2,0,NA,34.040989,-118.452208,9,49556,3.14,"11.7","40.3",1.95,64,3.7,4700,0.21,0.053,1.2,0.084,"0",38,47,30,8,8,5,11,"https://www.trulia.com/c/ca/los-angeles/1738-barry-ave-2-los-angeles-ca-90025--2172277076",6,37,267501,1009,60372675011009,"Block 1009","G5040","U",51445,"U","S",21114,0,34.041541,-118.451972,NA,3295
"951",951,"7516 McConnell Ave","Los Angeles","CA","90045","$7,150",1950,"10","Single-Family Home","3,747","(310) 862-1761","4","4",3,"3",0,0,0,0,0,0,2,9,2,5,0,NA,33.972462,-118.413169,9,24192,3.14,"11.9","39",1.5,55,6.1,1500,0.44,0.058,0.37,0.26,"85",32,45,18,4,2,6,13,"https://www.trulia.com/c/ca/los-angeles/7516-mcconnell-ave-los-angeles-ca-90045--2077391734",6,37,276400,1002,60372764001002,"Block 1002","G5040","U",51445,"U","S",35308,0,33.9720392,-118.4126621,NA,7150
"952",952,"W 7th St and S Bixel St","Los Angeles","CA","90017","$2,999",NA,"10","Multi-Family Home",NA,"Phone not provided","1","1",1,"1",0,0,0,0,0,0,2,2,2,1,0,NA,34.050852,-118.264172,9,87255,3.14,"12.5","38.4",2.46,79,4.4,4000,0.52,0.15,1.8,0.3,"0.19",78,87,69,34,40,6,11,"https://www.trulia.com/c/ca/los-angeles/address-not-disclosed-los-angeles-ca-90017--1002416507",6,37,209300,2002,60372093002002,"Block 2002","G5040","U",51445,"U","S",44316,0,34.0504836,-118.2658729,NA,2999
"953",953,"1121 S Highland Ave #2","Los Angeles","CA","90019","$3,695",1940,"13","Multi-Family Home",NA,"(310) 579-2200","3","3",2,"2",0,0,0,0,0,0,2,4,2,7,0,NA,34.05488,-118.340923,9,45642,3.14,"12.3","39.3",1.51,62,3.4,2400,0.68,0.096,0.16,0.1,"70",54,70,37,11,15,6,10,"https://www.trulia.com/c/ca/los-angeles/1121-s-highland-ave-2-los-angeles-ca-90019--2171874266",6,37,216100,3006,60372161003006,"Block 3006","G5040","U",51445,"U","S",23783,0,34.0543899,-118.3415597,NA,3695
"954",954,"525 N Sierra Bonita Ave","Los Angeles","CA","90036","$6,600",NA,"14","Single-Family Home","1,647","(424) 299-4229","3","3",2,"2",0,0,0,0,0,0,3,4,3,4,0,NA,34.080983,-118.354316,9,44915,3.14,"12.2","40.1",1.6,63,3.5,1800,0.67,0.1,0.32,0.1,"5.6",28,27,29,11,5,4,14,"https://www.trulia.com/c/ca/los-angeles/525-n-sierra-bonita-ave-los-angeles-ca-90036--1005843069",6,37,192002,3015,60371920023015,"Block 3015","G5040","U",51445,"U","S",16967,0,34.0810182,-118.3547811,NA,6600
"955",955,"1115 S Wooster St #203","Los Angeles","CA","90035","$1,675",1963,"13","Multi-Family Home","800","(888) 571-5388","1","1",1,"1",0,0,0,0,0,0,2,9,2,2,0,NA,34.056675,-118.382564,9,45757,3.14,"12.2","39.8",1.48,62,3.5,2500,0.63,0.075,0.14,0.091,"35",29,31,26,9,6,6,14,"https://www.trulia.com/c/ca/los-angeles/1115-s-wooster-st-203-los-angeles-ca-90035--2219722159",6,37,216401,2004,60372164012004,"Block 2004","G5040","U",51445,"U","S",28577,0,34.0558911,-118.3831119,NA,1675
"956",956,"900 W Olympic Blvd #40G","Los Angeles","CA","90015","$5,950",2010,"14","Multi-Family Home","1,270","(310) 294-6838","1","1",2,"2",0,0,0,0,0,0,2,4,2,1,0,NA,34.045389,-118.265845,9,68590,3.14,"12.5","38.4",2.56,79,4.4,4800,0.57,0.14,1.7,0.31,"0.15",78,87,70,33,41,6,9,"https://www.trulia.com/c/ca/los-angeles/900-w-olympic-blvd-40g-los-angeles-ca-90015--2115498356",6,37,207710,1052,60372077101052,"Block 1052","G5040","U",51445,"U","S",51166,0,34.0446836,-118.2661568,NA,5950
"957",957,"5670 Wilshire Blvd #5 PENTHOUSE","Los Angeles","CA","90036","$6,500",1962,"10","Multi-Family Home","1,663","(310) 738-5180","2","2",2,"2",0,0,0,0,0,0,2,4,2,7,0,NA,34.062302,-118.351822,9,45147,3.14,"12.3","39.6",1.53,65,3.6,2400,0.68,0.095,0.16,0.097,"48",36,47,25,9,5,6,11,"https://www.trulia.com/c/ca/los-angeles/5670-wilshire-blvd-2-penthouse-los-angeles-ca-90036--1001547534",6,37,216300,1000,60372163001000,"Block 1000","G5040","U",51445,"U","S",20765,0,34.0614775,-118.352381,NA,6500
"958",958,"3638 Crestmont Ave","Los Angeles","CA","90026","$2,900",NA,"11","Single-Family Home","1,000","(650) 949-5795","1","1",1,"1",0,0,0,0,0,0,2,4,2,7,0,NA,34.0934,-118.276225,9,45664,3.14,"12.3","39.6",1.81,59,3,1800,0.66,0.31,1.2,0.33,"0.52",50,60,39,15,17,5,12,"https://www.trulia.com/c/ca/los-angeles/3638-crestmont-ave-los-angeles-ca-90026--2077283712",6,37,195400,3013,60371954003013,"Block 3013","G5040","U",51445,"U","S",10512,0,34.093006,-118.2759462,NA,2900
"959",959,"4806 Toland Way","Los Angeles","CA","90042","$3,350",NA,"14","Single-Family Home","874","(562) 275-5875","2","2",1,"1",0,0,0,0,0,0,2,4,6,7,0,NA,34.120017,-118.213918,9,34596,3.14,"11.8","40.4",1.44,52,2.4,1200,0.65,0.26,0.68,0.26,"0.21",57,78,36,11,20,6,13,"https://www.trulia.com/c/ca/los-angeles/4806-toland-way-los-angeles-ca-90042--2077369204",6,37,186201,1013,60371862011013,"Block 1013","G5040","U",51445,"U","S",117085,0,34.1183026,-118.2148224,NA,3350
"960",960,"6511 W 84th Pl","Los Angeles","CA","90045","$5,000",1944,"10","Single-Family Home","1,753","(310) 499-2020","3","3",2,"2",0,0,0,0,0,0,2,6,2,5,0,NA,33.962123,-118.402051,9,19270,3.14,"12","38.8",1.55,58,7.5,1000,0.79,0.062,0.62,0.41,"21",28,38,18,3,3,5,15,"https://www.trulia.com/c/ca/los-angeles/6511-w-84th-pl-los-angeles-ca-90045--1139521666",6,37,277000,2003,60372770002003,"Block 2003","G5040","U",51445,"U","S",33209,0,33.9624829,-118.4023376,NA,5000
"961",961,"12015 Coyne St","Los Angeles","CA","90049","$20,000",1990,"10","Single-Family Home","2,524","(310) 984-1108","4","4",3,"3",0,0,0,0,0,0,2,5,0,NA,0,NA,34.058045,-118.474447,9,23185,3.14,"11.5","40.8",1.43,55,2.9,1900,0.29,0.054,0.91,0.072,"0",19,21,16,3,3,4,18,"https://www.trulia.com/c/ca/los-angeles/12015-coyne-st-los-angeles-ca-90049--2077416341",6,37,264000,2012,60372640002012,"Block 2012","G5040","U",51445,"U","S",16645,0,34.0583677,-118.4748542,NA,20000
"962",962,"10021 Tabor St #305","Los Angeles","CA","90034","$3,195",NA,"13","Multi-Family Home","1,279","(310) 869-7901","2","2",2,"2",0,0,0,0,0,0,2,4,2,7,0,NA,34.027119,-118.403305,9,49844,3.14,"12.1","39.5",2.33,63,4,4900,0.34,0.059,0.19,0.13,"68",41,53,30,6,7,6,10,"https://www.trulia.com/c/ca/los-angeles/10021-tabor-st-305-los-angeles-ca-90034--2077326183",6,37,269907,1008,60372699071008,"Block 1008","G5040","U",51445,"U","S",33144,0,34.0280243,-118.4034963,NA,3195
"963",963,"11964 Brentwood Grove Dr","Los Angeles","CA","90049","$9,500",1973,"14","Single-Family Home","3,481","(310) 595-4747","3","3",4,"4",0,0,0,0,0,0,1,8,1,8,0,NA,34.077923,-118.479114,9,7065,3.14,"11.5","41.3",1.46,46,2.3,1900,0.49,0.059,0.38,0.062,"0",14,19,8,3,2,4,21,"https://www.trulia.com/c/ca/los-angeles/11964-brentwood-grove-dr-los-angeles-ca-90049--1043634087",6,37,262302,1014,60372623021014,"Block 1014","G5040","U",51445,"U","S",207658,0,34.078118,-118.4776938,NA,9500
"964",964,"1118 1/2 W 39th Pl","Los Angeles","CA","90037","$3,250",2018,"16","Single-Family Home","1,295","(310) 217-4015","3","3",3,"3",0,0,0,0,0,0,6,3,4,5,0,NA,34.01409,-118.295254,9,60921,3.14,"12.6","38",1.58,54,3.1,3200,0.69,0.089,0.66,0.18,"0",83,94,71,25,46,7,7,"https://www.trulia.com/c/ca/los-angeles/1118-1-2-w-39th-pl-los-angeles-ca-90037--2346758694",6,37,231220,2009,60372312202009,"Block 2009","G5040","U",51445,"U","S",40590,0,34.0136715,-118.2937216,NA,3250
"965",965,"215 W 7th St #303","Los Angeles","CA","90014","$2,100",NA,"16","Multi-Family Home","650","(213) 909-5115","1","1",1,"1",0,0,0,0,0,0,2,2,2,1,0,NA,34.044736,-118.252566,9,42950,3.14,"12.5","38.2",2.84,90,5.3,5200,0.5,0.14,3.7,0.64,"0.78",64,71,56,18,19,3,13,"https://www.trulia.com/c/ca/los-angeles/215-w-7th-st-303-los-angeles-ca-90014--2115489893",6,37,207301,1001,60372073011001,"Block 1001","G5040","U",51445,"U","S",14257,0,34.0454487,-118.2519219,NA,2100
"966",966,"3361 Bagley Ave #5","Los Angeles","CA","90034","$2,550",NA,"15","Multi-Family Home","1,000","(213) 375-5558","2","2",1,"1",0,0,0,0,0,0,2,8,2,7,0,NA,34.029752,-118.396663,9,43292,3.14,"12.1","39.5",2.36,64,4.1,5400,0.39,0.061,0.19,0.12,"86",41,54,27,6,8,6,10,"https://www.trulia.com/c/ca/los-angeles/3361-bagley-ave-5-los-angeles-ca-90034--2172577666",6,37,269800,2002,60372698002002,"Block 2002","G5040","U",51445,"U","S",19847,0,34.0304369,-118.3968143,NA,2550
"967",967,"6200 Hollywood Blvd #4524","Los Angeles","CA","90028","$2,647",2013,"15","Multi-Family Home","683","Phone not provided","1","1",1,"1",0,0,0,0,0,0,2,4,2,3,0,NA,34.101579,-118.323723,9,54924,3.14,"12.2","40.3",2.19,64,3.4,4100,0.47,0.16,1.1,0.15,"0.0037",52,53,51,23,18,4,10,"https://www.trulia.com/c/ca/los-angeles/6200-hollywood-blvd-4524-los-angeles-ca-90028--2346617279",6,37,191000,3001,60371910003001,"Block 3001","G5040","U",51445,"U","S",26745,0,34.1007305,-118.3230274,NA,2647
"968",968,"207 N Avenue 54 #54","Los Angeles","CA","90042","$1,670",NA,"17","Multi-Family Home",NA,"(818) 744-1076","1","1",1,"1",0,0,0,0,0,0,4,1,5,6,0,NA,34.105605,-118.195778,9,40908,3.14,"11.9","39.9",1.61,54,2.5,1500,0.56,0.19,0.66,0.19,"0.0033",69,86,51,17,33,6,11,"https://www.trulia.com/c/ca/los-angeles/207-n-avenue-54-54-los-angeles-ca-90042--1017678356",6,37,183820,2002,60371838202002,"Block 2002","G5040","U",51445,"U","S",32469,0,34.1047985,-118.1951488,NA,1670
"969",969,"303 S Commonwealth Ave #COMMONWEALTH","Los Angeles","CA","90020","$1,300",NA,"15","Multi-Family Home","450","(213) 389-7800",NA,NA,1,"1",0,0,0,0,0,0,2,6,2,5,0,NA,34.06876,-118.285754,9,119756,3.14,"12.4","39",2.01,69,3.6,3000,0.51,0.17,0.65,0.19,"0.00033",77,92,61,37,34,6,9,"https://www.trulia.com/c/ca/los-angeles/303-s-commonwealth-ave-commonwealth-los-angeles-ca-90020--2115523103",6,37,211120,1001,60372111201001,"Block 1001","G5040","U",51445,"U","S",14114,0,34.0683509,-118.2862474,NA,1300
"970",970,"Oakwood Ave and Sierra Bonita Ave","Los Angeles","CA","90036","$2,350",NA,"16","Multi-Family Home",NA,"(310) 933-4191","1","1",1,"1",0,0,0,0,0,0,3,4,3,4,0,NA,34.078203,-118.354284,9,44596,3.14,"12.2","40",1.53,63,3.4,1500,0.7,0.1,0.26,0.1,"11",28,29,28,10,4,5,13,"https://www.trulia.com/c/ca/los-angeles/address-not-disclosed-los-angeles-ca-90036--1001514284",6,37,214400,1004,60372144001004,"Block 1004","G5040","U",51445,"U","S",22260,0,34.0771787,-118.354773,NA,2350
"971",971,"W 4th St and S Rampart Blvd","Los Angeles","CA","90057","$2,650",NA,"17","Multi-Family Home","1,240","Phone not provided","2","2",2,"2",0,0,0,0,0,0,2,1,2,5,0,NA,34.064923,-118.279736,9,124609,3.14,"12.4","38.8",2.04,70,3.6,2800,0.5,0.17,0.9,0.19,"9E-05",80,94,67,43,41,6,9,"https://www.trulia.com/c/ca/los-angeles/address-not-disclosed-los-angeles-ca-90057--2115655926",6,37,208720,1000,60372087201000,"Block 1000","G5040","U",51445,"U","S",42489,0,34.0645548,-118.2805025,NA,2650
"972",972,"1756 N Las Palmas Ave #4","Los Angeles","CA","90028","$3,200",1936,"17","Townhome","900","(310) 435-4774","2","2",1,"1",0,0,0,0,0,0,2,2,2,3,0,NA,34.103547,-118.336137,9,47233,3.14,"12.1","40.5",2.09,64,3.4,3600,0.42,0.13,0.99,0.13,"0.0081",39,38,40,15,9,2,11,"https://www.trulia.com/c/ca/los-angeles/1756-n-las-palmas-ave-4-los-angeles-ca-90028--2346622181",6,37,190202,1000,60371902021000,"Block 1000","G5040","U",51445,"U","S",29448,0,34.1042165,-118.3354864,NA,3200
"973",973,"1116 W 39th Pl","Los Angeles","CA","90037","$3,350",2018,"16","Single-Family Home","1,387","(310) 217-4015","3","3",3,"3",0,0,0,0,0,0,6,3,4,5,0,NA,34.014126,-118.295262,9,61376,3.14,"12.6","38",1.58,54,3.1,3200,0.69,0.089,0.66,0.18,"0",83,94,71,25,46,7,7,"https://www.trulia.com/c/ca/los-angeles/1116-w-39th-pl-los-angeles-ca-90037--2115582225",6,37,231220,1006,60372312201006,"Block 1006","G5040","U",51445,"U","S",15954,0,34.0148096,-118.2953368,NA,3350
"974",974,"845 W 53rd St #845 W 53RD ST","Los Angeles","CA","90037","$2,700",1915,"16","Multi-Family Home","1,400","(855) 351-0683","3","3",2,"2",0,0,0,0,0,0,2,2,2,1,0,NA,33.994174,-118.288692,9,65483,3.14,"12.6","37.6",1.89,55,3.3,5500,0.78,0.093,1,0.23,"0",86,99,73,23,49,9,7,"https://www.trulia.com/c/ca/los-angeles/845-w-53rd-st-845-w-53rd-st-los-angeles-ca-90037--2115589889",6,37,232700,2000,60372327002000,"Block 2000","G5040","U",51445,"U","S",51128,0,33.9947178,-118.2893082,NA,2700
"975",975,"4295 Via Arbolada #211","Los Angeles","CA","90042","$2,195",1982,"15","Multi-Family Home","1,044","Phone not provided","2","2",2,"2",0,0,0,0,0,0,2,6,2,5,0,NA,34.098252,-118.184814,9,28059,3.14,"12","39.6",1.65,54,2.6,1500,0.46,0.19,0.8,0.16,"0.0027",68,88,48,16,31,6,12,"https://www.trulia.com/c/ca/los-angeles/4295-via-arbolada-211-los-angeles-ca-90042--2077368645",6,37,201302,3005,60372013023005,"Block 3005","G5040","U",51445,"U","S",79914,0,34.0994238,-118.1848816,NA,2195
"976",976,"1118 W 39th Pl","Los Angeles","CA","90037","$3,300",2018,"15","Single-Family Home","1,376","(310) 217-4015","3","3",3,"3",0,0,0,0,0,0,6,3,4,5,0,NA,34.014126,-118.295262,9,61376,3.14,"12.6","38",1.58,54,3.1,3200,0.69,0.089,0.66,0.18,"0",83,94,71,25,46,7,7,"https://www.trulia.com/c/ca/los-angeles/1118-w-39th-pl-los-angeles-ca-90037--2115582252",6,37,231220,1006,60372312201006,"Block 1006","G5040","U",51445,"U","S",15954,0,34.0148096,-118.2953368,NA,3300
"977",977,"1018 S Mansfield Ave","Los Angeles","CA","90019","$4,400",NA,"15","Single-Family Home","2,000","Phone not provided","3","3",2,"2",0,0,0,0,0,0,2,4,2,7,0,NA,34.056601,-118.342476,9,47237,3.14,"12.3","39.4",1.53,63,3.5,2300,0.69,0.096,0.16,0.1,"67",49,65,34,11,12,6,10,"https://www.trulia.com/c/ca/los-angeles/1018-s-mansfield-ave-los-angeles-ca-90019--2115513897",6,37,216100,3004,60372161003004,"Block 3004","G5040","U",51445,"U","S",28157,0,34.0559657,-118.3421913,NA,4400
"978",978,"2929 Cardiff Ave","Los Angeles","CA","90034","$4,595",1938,"16","Single-Family Home","1,565","(310) 378-9494","2","2",1,"1",0,0,0,0,0,0,2,8,2,7,0,NA,34.03582,-118.39615,9,37008,3.14,"12.1","39.5",2.27,63,3.9,5300,0.45,0.064,0.18,0.12,"74",40,52,28,6,10,6,12,"https://www.trulia.com/c/ca/los-angeles/2929-cardiff-ave-los-angeles-ca-90034--1001740090",6,37,269800,1001,60372698001001,"Block 1001","G5040","U",51445,"U","S",12217,0,34.0360436,-118.3964102,NA,4595
"979",979,"2616 W 57th St","Los Angeles","CA","90043","$2,750",1953,"16","Single-Family Home","1,200","(855) 351-0683","3","3",2,"2",0,0,0,0,0,0,2,2,2,1,0,NA,33.990898,-118.322193,9,40796,3.14,"12.5","37.9",1.25,53,3.7,1100,0.75,0.073,1.2,0.17,"0",76,98,54,7,29,8,13,"https://www.trulia.com/c/ca/los-angeles/2616-w-57th-st-los-angeles-ca-90043--2115599207",6,37,234600,2002,60372346002002,"Block 2002","G5040","U",51445,"U","S",20732,0,33.9900004,-118.3219938,NA,2750
"980",980,"W 9th St and Blackstone Ct","Los Angeles","CA","90014","$4,800",NA,"16","Multi-Family Home","800","Phone not provided","1","1",1,"1",0,0,0,0,0,0,2,2,2,1,0,NA,34.042644,-118.256625,9,42017,3.14,"12.5","38.2",2.82,90,5.3,5400,0.53,0.14,3.4,0.6,"0.6",67,74,60,19,23,4,13,"https://www.trulia.com/c/ca/los-angeles/address-not-disclosed-los-angeles-ca-90014--2077213660",6,37,207900,1004,60372079001004,"Block 1004","G5040","U",51445,"U","S",12580,0,34.0421349,-118.2575309,NA,4800
"981",981,"1667 W 57th St","Los Angeles","CA","90062","$1,400",1929,"18","Multi-Family Home","864","(310) 751-0938","1","1",1,"1",0,0,0,0,0,0,2,2,2,1,0,NA,33.990599,-118.306724,9,47788,3.14,"12.6","37.8",1.28,52,3.2,970,0.84,0.081,1.1,0.17,"0",80,99,60,12,37,8,10,"https://www.trulia.com/c/ca/los-angeles/1667-w-57th-st-los-angeles-ca-90062--1055658645",6,37,232500,1004,60372325001004,"Block 1004","G5040","U",51445,"U","S",40275,0,33.9910266,-118.3066994,NA,1400
"982",982,"11508 1/4 Rochester Ave #2","Los Angeles","CA","90025","$1,995",NA,"15","Multi-Family Home","450","(310) 980-6396",NA,NA,1,"1",0,0,0,0,0,0,2,7,1,5,0,NA,34.048143,-118.454646,9,53168,3.14,"11.7","40.4",1.77,64,3.7,3300,0.18,0.054,1.2,0.081,"0",37,43,30,8,7,4,11,"https://www.trulia.com/c/ca/los-angeles/11508-1-4-rochester-ave-2-los-angeles-ca-90025--2175608608",6,37,267403,1001,60372674031001,"Block 1001","G5040","U",51445,"U","S",13187,0,34.047648,-118.4544663,NA,1995
"983",983,"651 N Dillon St","Los Angeles","CA","90026","$3,999",1924,"17","Single-Family Home","1,100","(213) 321-7506","3","3",2,"2",0,0,0,0,0,0,2,4,2,5,0,NA,34.07971,-118.278347,9,72544,3.14,"12.4","39.2",2.14,64,3.3,4900,0.57,0.23,0.94,0.25,"0.082",66,82,51,23,26,5,10,"https://www.trulia.com/c/ca/los-angeles/651-n-dillon-st-los-angeles-ca-90026--2115549557",6,37,195803,1008,60371958031008,"Block 1008","G5040","U",51445,"U","S",19760,0,34.0793681,-118.2791195,NA,3999
"984",984,"10000 Boulevard #2302","Los Angeles","CA","90067","$9,300",2016,"16","Multi-Family Home","1,024","(310) 954-1036","1","1",1,"1",0,0,0,0,0,0,1,8,3,3,0,NA,34.056096,-118.413734,9,25893,3.14,"12","40.1",1.58,61,3.5,2300,0.48,0.063,0.21,0.087,"0.98",22,26,17,7,4,5,20,"https://www.trulia.com/c/ca/los-angeles/10000-boulevard-2302-los-angeles-ca-90067--2346753941",6,37,267901,1019,60372679011019,"Block 1019","G5040","U",51445,"U","S",251428,0,34.0524542,-118.4124891,NA,9300
"985",985,"1159 W 36th St #7","Los Angeles","CA","90007","$1,850",NA,"15","Multi-Family Home",NA,"(323) 255-9400","2","2",1,"1",0,0,0,0,0,0,6,3,4,5,0,NA,34.023156,-118.29344,9,64918,3.14,"12.6","38.1",1.81,57,3.3,4300,0.57,0.096,0.65,0.17,"0",80,86,71,23,41,5,7,"https://www.trulia.com/c/ca/los-angeles/1159-w-36th-st-7-los-angeles-ca-90007--2346838043",6,37,222600,1000,60372226001000,"Block 1000","G5040","U",51445,"U","S",55171,0,34.0242952,-118.2926648,NA,1850
"986",986,"6200 Hollywood Blvd #1627","Los Angeles","CA","90028","$2,483",2013,"15","Multi-Family Home","685","Phone not provided","1","1",1,"1",0,0,0,0,0,0,2,4,2,3,0,NA,34.101618,-118.324682,9,54676,3.14,"12.2","40.3",2.2,64,3.4,4100,0.47,0.16,1.1,0.15,"0.004",52,53,50,23,18,4,10,"https://www.trulia.com/c/ca/los-angeles/6200-hollywood-blvd-1627-los-angeles-ca-90028--2346617650",6,37,191000,3002,60371910003002,"Block 3002","G5040","U",51445,"U","S",22186,0,34.1008388,-118.3245334,NA,2483
"987",987,"2323 2nd Ave #2323 2ND AVENUE","Los Angeles","CA","90018","$2,395",NA,"17","Multi-Family Home","1,350","(424) 400-3997","2","2",1,"1",0,0,0,0,0,0,2,1,2,2,0,NA,34.035515,-118.318923,9,62013,3.14,"12.5","38.7",1.76,58,3.1,3500,0.67,0.098,0.22,0.12,"9.5",78,95,61,21,34,6,11,"https://www.trulia.com/c/ca/los-angeles/2323-2nd-ave-2323-2nd-avenue-los-angeles-ca-90018--2077225700",6,37,218900,1002,60372189001002,"Block 1002","G5040","U",51445,"U","S",18587,0,34.0351295,-118.3194542,NA,2395
"988",988,"337 1/4 N Heliotrope Dr","Los Angeles","CA","90004","$2,195",NA,"22","Multi-Family Home","750","(323) 802-5187","1","1",1,"1",0,0,0,0,0,0,2,3,2,5,0,NA,34.076816,-118.295865,9,109579,3.14,"12.4","39.3",2.07,66,3.4,3500,0.49,0.18,0.47,0.19,"0.00032",74,90,58,33,30,6,8,"https://www.trulia.com/c/ca/los-angeles/337-1-4-n-heliotrope-dr-los-angeles-ca-90004--2346493690",6,37,192620,2004,60371926202004,"Block 2004","G5040","U",51445,"U","S",15788,0,34.0769883,-118.2963886,NA,2195
"989",989,"477 Nassau Ave","Los Angeles","CA","90063","$3,150",NA,"19","Multi-Family Home","1,500","(310) 989-5050","3","3",2,"2",0,0,0,0,0,0,2,4,2,4,0,NA,34.030554,-118.184843,9,52659,3.14,"12.5","37.7",2.35,62,3.4,5700,0.75,0.2,8.7,1.4,"0.36",82,99,66,30,59,8,9,"https://www.trulia.com/c/ca/los-angeles/477-nassau-ave-los-angeles-ca-90063--2077435764",6,37,531201,1003,60375312011003,"Block 1003","G5040","U",51445,"U","S",12868,0,34.0308183,-118.1849003,NA,3150
"990",990,"4499 Via Marisol #137","Los Angeles","CA","90042","$2,300",NA,"20","Multi-Family Home","1,267","(626) 262-4994","3","3",2,"2",2,0,3,0,2,0,2,3,5,6,0,NA,34.098606,-118.182216,9,29226,3.14,"12","39.6",1.6,53,2.5,1400,0.46,0.2,0.79,0.15,"0.0024",67,88,46,15,30,7,12,"https://www.trulia.com/c/ca/los-angeles/4499-via-marisol-137-los-angeles-ca-90042--2180874832",6,37,201302,2000,60372013022000,"Block 2000","G5040","U",51445,"U","S",117691,0,34.1004865,-118.1817157,NA,2300
"991",991,"1205 S Rodeo Dr","Los Angeles","CA","90035","$8,995",1936,"22","Single-Family Home","2,294","(310) 777-5135","4","4",3,"3",0,0,0,0,0,0,2,9,2,7,0,NA,34.055942,-118.399229,9,32447,3.14,"12.1","39.9",1.46,62,3.5,2600,0.57,0.069,0.15,0.089,"14",20,22,18,9,5,6,18,"https://www.trulia.com/c/ca/los-angeles/1205-s-rodeo-dr-los-angeles-ca-90035--2346490207",6,37,269000,4001,60372690004001,"Block 4001","G5040","U",51445,"U","S",26142,0,34.0561552,-118.4001614,NA,8995
"992",992,"3564 Greenwood Ave","Los Angeles","CA","90066","$5,500",1950,"25","Single-Family Home","1,374","(310) 994-8721","3","3",2,"2",0,0,0,0,0,0,2,6,2,3,0,NA,34.004361,-118.445928,9,29471,3.14,"11.7","39.7",1.7,56,3.9,1700,0.59,0.048,0.2,0.13,"14",34,43,25,6,9,7,14,"https://www.trulia.com/c/ca/los-angeles/3564-greenwood-ave-los-angeles-ca-90066--2077466076",6,37,272100,4001,60372721004001,"Block 4001","G5040","U",51445,"U","S",20948,0,34.004631,-118.4466963,NA,5500
"993",993,"11910 Venice Blvd #4","Los Angeles","CA","90066","$2,250",NA,"27","Multi-Family Home","766","(424) 272-8430","1","1",1,"1",0,0,0,0,0,0,2,5,2,3,0,NA,34.007144,-118.427077,9,45268,3.14,"11.9","39.5",2.03,59,4.3,5500,0.45,0.051,0.19,0.14,"38",46,58,35,10,16,6,12,"https://www.trulia.com/c/ca/los-angeles/11910-venice-blvd-4-los-angeles-ca-90066--2346520113",6,37,271902,3008,60372719023008,"Block 3008","G5040","U",51445,"U","S",10085,0,34.0074491,-118.4267141,NA,2250
