Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,rent_max,rent_min,Sqft_max,Sqft_min,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
320 West 52nd Place,Los Angeles,CA,90037,"$2,500",,4,Single-Family Home,"1,100",(323) 681-8093,3,3,2.0,2.0,98.0,,344.0,,,,0.0,0.0,0.0,0.0,1.0,3.0,69.0,21.0,0.0,3.0,125.0,30.0,9.0,8.0,94.0,3.0,49.0,9.0,33.994991,-118.279152,9,71497,3.14,12.7,37.5,2.03,56,3.4,5800.0,0.75,0.1,1.6,0.39,0.0,87,99,76,26,55,10,6,https://www.trulia.com/c/ca/los-angeles/320-w-52nd-pl-los-angeles-ca-90037--2115584937,,2500.0,,1100.0,6.0,37.0,232800.0,1004.0,60372328001004.0,Block 1004,G5040,U,51445.0,U,S,14541.0,0.0,33.99462379999999,-118.27917250000002
10407 Wilmington Avenue,Los Angeles,CA,90002,"$2,000",,4,Multi-Family,"1,300",(310) 678-4065,3,3,2.0,2.0,100.0,,210.0,,,,1.0,4.0,0.0,0.0,0.0,0.0,89.0,9.0,0.0,0.0,46.0,18.0,1.0,4.0,36.0,1.0,8.0,6.0,33.941177,-118.239066,9,52158,3.14,12.6,36.9,1.94,54,3.5,1900.0,0.57,0.21,0.8,0.34,0.11,87,99,76,18,50,10,5,https://www.trulia.com/c/ca/los-angeles/10407-wilmington-ave-los-angeles-ca-90002--2077181114,,2000.0,,1300.0,6.0,37.0,242700.0,1003.0,60372427001003.0,Block 1003,G5040,U,51445.0,U,S,32236.0,0.0,33.9411114,-118.2408143
507 Glenrock Avenue #101,Los Angeles,CA,90024,"$5,100",1987.0,5,Multi-Family,950,(310) 999-2233,3,3,2.0,2.0,3.0,,174.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,175.0,6.0,20.0,44.0,156.0,55.0,151.0,67.0,34.067913,-118.45154099999999,9,38299,3.14,11.7,40.7,1.54,58,3.1,1500.0,0.35,0.061,0.33,0.07200000000000001,0.0,46,54,54,8,5,1,7,https://www.trulia.com/c/ca/los-angeles/507-glenrock-ave-101-los-angeles-ca-90024--2077260863,,5100.0,,950.0,6.0,37.0,265304.0,2000.0,60372653042000.0,Block 2000,G5040,U,51445.0,U,S,21017.0,0.0,34.0672684,-118.45173290000001
10920 National Boulevard #14,Los Angeles,CA,90064,"$3,195",,6,Multi-Family,,(323) 430-1205,3,3,2.0,2.0,27.0,,296.0,,47.0,,1.0,9.0,1.0,7.0,1.0,6.0,94.0,3.0,0.0,1.0,120.0,11.0,24.0,23.0,261.0,34.0,133.0,90.0,34.02942,-118.423304,9,40248,3.14,11.9,39.7,2.19,60,3.8,9000.0,0.39,0.055,0.22,0.11,21.0,39,51,27,7,5,6,11,https://www.trulia.com/c/ca/los-angeles/10920-national-blvd-14-los-angeles-ca-90064--2174238970,,3195.0,,,6.0,37.0,271701.0,2000.0,60372717012000.0,Block 2000,G5040,U,51445.0,U,S,31204.0,0.0,34.028301899999995,-118.42212250000001
1721 South Sherbourne Drive,Los Angeles,CA,90035,"$5,995",1940.0,7,Single-Family Home,"1,940",(310) 869-1982,3,3,2.0,2.0,216.0,,1213.0,,291.0,,1.0,4.0,1.0,2.0,1.0,6.0,93.0,2.0,0.0,2.0,159.0,17.0,10.0,37.0,346.0,34.0,239.0,95.0,34.047353,-118.380573,9,42749,3.14,12.2,39.6,1.67,61,3.5,3000.0,0.65,0.073,0.15,0.1,89.0,39,47,31,8,12,6,14,https://www.trulia.com/c/ca/los-angeles/1721-s-sherbourne-dr-los-angeles-ca-90035--1001763160,,5995.0,,1940.0,6.0,37.0,217002.0,3013.0,60372170023013.0,Block 3013,G5040,U,51445.0,U,S,28654.0,0.0,34.046707500000004,-118.381221
11728 Westbrent Street #204,Los Angeles,CA,90049,"$3,650",,9,Multi-Family,"1,800",(310) 820-3238,3,3,2.0,2.0,5.0,1.0,104.0,,,,1.0,8.0,1.0,8.0,1.0,9.0,94.0,2.0,0.0,3.0,20.0,0.0,6.0,10.0,35.0,10.0,31.0,23.0,34.052952000000005,-118.46759099999998,9,36025,3.14,11.6,40.6,1.56,59,3.2,2000.0,0.23,0.053,1.5,0.076,0.0,27,32,23,6,4,4,14,https://www.trulia.com/c/ca/los-angeles/11728-westbrent-st-204-los-angeles-ca-90049--2351776135,,3650.0,,1800.0,6.0,37.0,264301.0,1002.0,60372643011002.0,Block 1002,G5040,U,51445.0,U,S,21504.0,0.0,34.052387,-118.46885220000001
3274 Barham Boulevard,Los Angeles,CA,90068,"$5,200",,11,,"2,200",(424) 603-0000,3,3,2.0,2.0,73.0,,558.0,,95.0,,1.0,8.0,1.0,3.0,1.0,7.0,91.0,4.0,0.0,3.0,63.0,2.0,16.0,9.0,58.0,24.0,33.0,75.0,34.130429,-118.345598,9,6698,3.14,11.9,41.5,1.5,50,2.4,4400.0,0.43,0.15,1.5,0.11,1.5,22,26,18,7,2,5,12,https://www.trulia.com/c/ca/los-angeles/3274-barham-blvd-los-angeles-ca-90068--2077477615,,5200.0,,2200.0,6.0,37.0,189701.0,3016.0,60371897013016.0,Block 3016,G5040,U,51445.0,U,S,73268.0,0.0,34.1313946,-118.3471845
1025 North La Jolla Avenue,Los Angeles,CA,90046,"$6,400",,12,,"1,700",(310) 600-2128,3,3,2.0,2.0,34.0,,362.0,,81.0,,1.0,4.0,1.0,4.0,1.0,6.0,88.0,6.0,0.0,4.0,348.0,23.0,162.0,82.0,1088.0,156.0,675.0,252.0,34.089239,-118.36813899999999,9,47779,3.14,12.1,40.4,1.8,64,3.7,2800.0,0.53,0.094,0.34,0.09300000000000001,0.0,27,26,29,8,4,2,13,https://www.trulia.com/c/ca/los-angeles/1025-n-la-jolla-ave-los-angeles-ca-90046--2115624475,,6400.0,,1700.0,6.0,37.0,700200.0,4003.0,60377002004003.0,Block 4003,G5040,U,51445.0,U,S,17336.0,0.0,34.089483200000004,-118.3685618
1630 South Gramercy Place #1,Los Angeles,CA,90019,"$2,495",,12,Multi-Family,950,(310) 424-5884,3,3,2.0,2.0,216.0,,1216.0,,290.0,,0.0,0.0,1.0,5.0,0.0,0.0,83.0,15.0,0.0,0.0,289.0,38.0,27.0,34.0,327.0,31.0,188.0,39.0,34.042617,-118.312998,9,71889,3.14,12.5,38.7,1.78,60,3.1,3500.0,0.61,0.11,0.21,0.13,4.6,79,95,63,32,35,6,11,https://www.trulia.com/c/ca/los-angeles/1630-s-gramercy-pl-1-los-angeles-ca-90019--2352608560,,2495.0,,950.0,6.0,37.0,221302.0,2004.0,60372213022004.0,Block 2004,G5040,U,51445.0,U,S,26815.0,0.0,34.0426477,-118.31229640000002
12488 Gilmore Avenue #4,Los Angeles,CA,90066,"$3,375",1963.0,14,Multi-Family,"1,300",(310) 386-4398,3,3,2.0,2.0,26.0,5.0,277.0,,,,1.0,6.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,1.0,125.0,11.0,21.0,21.0,174.0,29.0,184.0,106.0,33.991052,-118.42521799999999,9,42457,3.14,11.8,39.4,1.79,58,4.6,2700.0,0.37,0.051,0.19,0.17,130.0,50,63,37,10,17,5,13,https://www.trulia.com/c/ca/los-angeles/12488-gilmore-ave-4-los-angeles-ca-90066--2177817658,,3375.0,,1300.0,6.0,37.0,275311.0,2001.0,60372753112001.0,Block 2001,G5040,U,51445.0,U,S,27985.0,0.0,33.9913124,-118.42378490000002
8308 Yuma Place,Los Angeles,CA,90046,"$5,000",1961.0,16,Single-Family Home,"1,510",(310) 388-7932,3,3,2.0,2.0,73.0,,558.0,,95.0,,1.0,10.0,1.0,3.0,2.0,6.0,88.0,6.0,0.0,4.0,89.0,8.0,43.0,18.0,128.0,34.0,218.0,46.0,34.106305,-118.37281499999999,9,18419,3.14,12.0,40.8,1.62,58,3.2,2000.0,0.53,0.1,0.43,0.091,0.046,21,21,21,5,3,3,12,https://www.trulia.com/c/ca/los-angeles/8308-yuma-pl-los-angeles-ca-90046--1139583282,,5000.0,,1510.0,6.0,37.0,194200.0,1001.0,60371942001001.0,Block 1001,G5040,U,51445.0,U,S,462181.0,0.0,34.1078493,-118.37553759999999
504 1/2 Casanova Street,Los Angeles,CA,90012,"$2,400",1920.0,16,Single-Family Home,"1,000",(213) 785-4989,3,3,2.0,2.0,105.0,,170.0,,25.0,,1.0,9.0,1.0,4.0,2.0,5.0,73.0,13.0,0.0,9.0,145.0,31.0,31.0,18.0,298.0,53.0,80.0,54.0,34.074139,-118.230329,9,18655,3.14,12.3,38.7,2.61,64,3.5,7100.0,0.52,0.2,2.5,0.28,2.4,79,93,64,33,46,6,14,https://www.trulia.com/c/ca/los-angeles/504-1-2-casanova-st-los-angeles-ca-90012--2206191232,,2400.0,,1000.0,6.0,37.0,206010.0,1014.0,60372060101014.0,Block 1014,G5040,U,51445.0,U,S,44587.0,0.0,34.073055,-118.230415
839 South Shenandoah Street,Los Angeles,CA,90035,"$4,250",1936.0,16,Single-Family Home,,(213) 804-7177,3,3,2.0,2.0,5.0,,60.0,,34.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,365.0,16.0,60.0,77.0,919.0,113.0,746.0,197.0,34.06176,-118.381417,9,47943,3.14,12.2,39.9,1.5,65,3.7,3000.0,0.57,0.076,0.14,0.08800000000000001,23.0,26,28,23,10,5,5,15,https://www.trulia.com/c/ca/los-angeles/839-s-shenandoah-st-los-angeles-ca-90035--2115573583,,4250.0,,,6.0,37.0,216402.0,2001.0,60372164022001.0,Block 2001,G5040,U,51445.0,U,S,21502.0,0.0,34.061935999999996,-118.3818547
410 S Van Ness Avenue,Los Angeles,CA,90020,"$2,900",1918.0,16,Multi-Family,"1,424",(213) 276-7669,3,3,2.0,2.0,22.0,,264.0,,118.0,,1.0,7.0,1.0,7.0,1.0,6.0,76.0,17.0,0.0,5.0,546.0,39.0,93.0,113.0,543.0,54.0,376.0,94.0,34.066711,-118.31515,9,72933,3.14,12.4,39.2,1.65,66,3.3,1400.0,0.49,0.14,0.2,0.14,0.31,67,85,48,32,19,5,11,https://www.trulia.com/c/ca/los-angeles/410-s-van-ness-ave-los-angeles-ca-90020--1049359995,,2900.0,,1424.0,6.0,37.0,211701.0,1002.0,60372117011002.0,Block 1002,G5040,U,51445.0,U,S,19939.0,0.0,34.0662321,-118.3156765
3438 Hollydale Drive,Los Angeles,CA,90039,"$4,500",,16,Single-Family Home,"1,650",(310) 245-4971,3,3,2.0,2.0,13.0,,136.0,,16.0,,1.0,5.0,1.0,6.0,1.0,6.0,91.0,5.0,0.0,3.0,119.0,8.0,29.0,24.0,197.0,41.0,100.0,96.0,34.114226,-118.261854,9,24938,3.14,12.1,40.2,1.65,55,2.7,3200.0,0.64,1.3,2.3,0.82,4.1,41,57,26,11,11,5,14,https://www.trulia.com/c/ca/los-angeles/3438-hollydale-dr-los-angeles-ca-90039--2077352501,,4500.0,,1650.0,6.0,37.0,187101.0,2025.0,60371871012025.0,Block 2025,G5040,U,51445.0,U,S,26181.0,0.0,34.1140422,-118.262281
2125 West 108th Street,Los Angeles,CA,90047,"$2,775",,18,Single-Family Home,"1,434",(855) 721-7368,3,3,2.0,2.0,49.0,,82.0,,,,0.0,0.0,1.0,2.0,1.0,2.0,91.0,8.0,0.0,0.0,51.0,13.0,1.0,6.0,82.0,3.0,40.0,12.0,33.938235999999996,-118.316484,9,32545,3.14,12.4,37.5,1.77,56,5.7,1500.0,0.77,0.098,0.5,0.18,0.0068,71,98,44,5,21,6,14,https://www.trulia.com/c/ca/los-angeles/2125-w-108th-st-los-angeles-ca-90047--1005281664,,2775.0,,1434.0,6.0,37.0,600400.0,2005.0,60376004002005.0,Block 2005,G5040,U,51445.0,U,S,15394.0,0.0,33.938619,-118.31676409999999
580 Lillian Way,Los Angeles,CA,90004,"$6,450",,18,Single-Family Home,"1,700",(323) 209-5527,3,3,2.0,2.0,22.0,,269.0,,119.0,,1.0,7.0,1.0,3.0,1.0,6.0,77.0,19.0,0.0,1.0,194.0,18.0,56.0,38.0,447.0,163.0,126.0,97.0,34.081227,-118.32833799999999,9,36175,3.14,12.3,39.9,1.58,60,3.0,1800.0,0.58,0.14,0.46,0.14,0.055999999999999994,48,55,42,20,16,5,11,https://www.trulia.com/c/ca/los-angeles/580-lillian-way-los-angeles-ca-90004--1058781050,,6450.0,,1700.0,6.0,37.0,192300.0,3006.0,60371923003006.0,Block 3006,G5040,U,51445.0,U,S,32897.0,0.0,34.0803271,-118.32778619999999
922 South Bundy Drive,Los Angeles,CA,90049,"$5,995",1924.0,18,Single-Family Home,"1,747",(310) 954-0577,3,3,2.0,2.0,37.0,2.0,572.0,,,,1.0,2.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,166.0,14.0,26.0,35.0,226.0,39.0,215.0,173.0,34.048019000000004,-118.47039199999999,9,45260,3.14,11.6,40.5,1.6,60,3.2,1700.0,0.24,0.052000000000000005,1.4,0.078,0.0,29,34,23,6,5,5,13,https://www.trulia.com/c/ca/los-angeles/922-s-bundy-dr-los-angeles-ca-90049--1059965691,,5995.0,,1747.0,6.0,37.0,264302.0,1003.0,60372643021003.0,Block 1003,G5040,U,51445.0,U,S,40178.0,0.0,34.049243100000005,-118.46920790000001
10507 Holman Avenue,Los Angeles,CA,90024,"$6,000",1937.0,17,Single-Family Home,"1,868",(818) 522-5094,3,3,2.0,2.0,3.0,,174.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,306.0,10.0,41.0,56.0,410.0,64.0,288.0,108.0,34.057149,-118.428278,9,41343,3.14,11.9,40.3,1.66,62,3.6,2000.0,0.33,0.06,0.29,0.083,0.0,28,31,23,9,4,4,20,https://www.trulia.com/c/ca/los-angeles/10507-holman-ave-los-angeles-ca-90024--2077253301,,6000.0,,1868.0,6.0,37.0,265601.0,1011.0,60372656011011.0,Block 1011,G5040,U,51445.0,U,S,12884.0,0.0,34.0573977,-118.42865559999998
945 South Sycamore Avenue,Los Angeles,CA,90036,"$2,995",1926.0,18,Single-Family Home,"1,600",(818) 778-1112,3,3,2.0,2.0,7.0,,91.0,,21.0,,1.0,4.0,1.0,7.0,1.0,4.0,88.0,3.0,0.0,3.0,157.0,17.0,32.0,59.0,354.0,101.0,184.0,91.0,34.058153999999995,-118.34456599999999,9,47021,3.14,12.3,39.5,1.53,63,3.5,2200.0,0.71,0.096,0.16,0.099,62.0,45,59,30,11,9,6,10,https://www.trulia.com/c/ca/los-angeles/945-s-sycamore-ave-los-angeles-ca-90036--2115581494,,2995.0,,1600.0,6.0,37.0,216200.0,1003.0,60372162001003.0,Block 1003,G5040,U,51445.0,U,S,19593.0,0.0,34.0580347,-118.3450838
668 Laveta Terrace #221,Los Angeles,CA,90026,"$2,778",,20,Multi-Family,,(213) 482-0653,3,3,2.0,2.0,24.0,2.0,208.0,,,,0.0,0.0,0.0,0.0,1.0,5.0,79.0,18.0,0.0,2.0,166.0,30.0,58.0,36.0,197.0,67.0,98.0,66.0,34.069951,-118.25798400000001,9,67149,3.14,12.4,38.8,2.51,68,3.7,6100.0,0.53,0.21,1.6,0.27,0.34,73,87,60,28,35,6,10,https://www.trulia.com/c/ca/los-angeles/668-laveta-ter-221-los-angeles-ca-90026--2349436465,,2778.0,,,6.0,37.0,197500.0,2003.0,60371975002003.0,Block 2003,G5040,U,51445.0,U,S,33135.0,0.0,34.0709439,-118.25640600000001
435 East 81st Street #1,Los Angeles,CA,90003,"$2,120",,24,Multi-Family,"1,000",(818) 693-0440,3,3,2.0,2.0,222.0,2.0,577.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,80.0,18.0,0.0,0.0,91.0,26.0,6.0,4.0,107.0,0.0,47.0,5.0,33.965587,-118.266062,9,61935,3.14,12.7,37.1,1.82,55,3.6,3300.0,0.67,0.12,0.77,0.32,0.026000000000000002,86,99,73,21,53,10,6,https://www.trulia.com/c/ca/los-angeles/435-e-81st-st-1-los-angeles-ca-90003--2349318140,,2120.0,,1000.0,6.0,37.0,239801.0,2004.0,60372398012004.0,Block 2004,G5040,U,51445.0,U,S,20279.0,0.0,33.966023,-118.266228
736 South Manhattan Place,Los Angeles,CA,90005,"$2,450",,26,Multi-Family,"1,260",(818) 913-5561,3,3,2.0,2.0,166.0,,1133.0,,189.0,,1.0,4.0,1.0,7.0,1.0,4.0,67.0,26.0,0.0,5.0,668.0,53.0,111.0,129.0,612.0,63.0,474.0,92.0,34.059042,-118.310119,9,98162,3.14,12.4,39.0,1.72,67,3.4,1400.0,0.49,0.13,0.2,0.14,0.4,73,91,56,38,26,6,10,https://www.trulia.com/c/ca/los-angeles/736-s-manhattan-pl-los-angeles-ca-90005--2115454872,,2450.0,,1260.0,6.0,37.0,212610.0,2000.0,60372126102000.0,Block 2000,G5040,U,51445.0,U,S,17932.0,0.0,34.058854700000005,-118.3096111
424 Parkman Avenue,Los Angeles,CA,90026,"$3,294",,27,,"1,274",(424) 260-8102,3,3,2.0,2.0,23.0,,314.0,,51.0,,1.0,5.0,2.0,5.0,1.0,5.0,79.0,18.0,0.0,2.0,276.0,37.0,62.0,68.0,315.0,62.0,177.0,66.0,34.076351,-118.27691399999999,9,79645,3.14,12.4,39.1,2.13,65,3.4,4300.0,0.54,0.21,0.98,0.23,0.053,69,85,53,26,27,6,10,https://www.trulia.com/c/ca/los-angeles/424-parkman-ave-los-angeles-ca-90026--1058056302,,3294.0,,1274.0,6.0,37.0,195802.0,1005.0,60371958021005.0,Block 1005,G5040,U,51445.0,U,S,34529.0,0.0,34.076437799999994,-118.2767398
2012 South Bedford Street #2,Los Angeles,CA,90034,"$2,895",,27,Multi-Family,"1,350",(310) 308-4643,3,3,2.0,2.0,215.0,,1202.0,,289.0,,1.0,4.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,2.0,146.0,15.0,14.0,38.0,364.0,29.0,91.0,77.0,34.04122,-118.383719,9,35213,3.14,12.2,39.5,1.93,62,3.7,4200.0,0.66,0.07,0.17,0.11,120.0,42,54,30,7,14,5,13,https://www.trulia.com/c/ca/los-angeles/2012-s-bedford-st-2-los-angeles-ca-90034--2171963642,,2895.0,,1350.0,6.0,37.0,269602.0,2006.0,60372696022006.0,Block 2006,G5040,U,51445.0,U,S,18133.0,0.0,34.0407281,-118.3832824
5010 Ladd Avenue,Los Angeles,CA,90032,"$3,450",,28,Single-Family Home,"1,401",Phone not provided,3,3,2.0,2.0,33.0,5.0,205.0,,,,0.0,0.0,1.0,4.0,2.0,5.0,88.0,8.0,0.0,0.0,65.0,20.0,4.0,10.0,63.0,7.0,35.0,20.0,34.075216,-118.177416,9,30581,3.14,12.1,38.9,1.81,55,2.6,750.0,0.59,0.19,1.5,0.14,0.00028,71,92,50,16,35,7,11,https://www.trulia.com/c/ca/los-angeles/5010-ladd-ave-los-angeles-ca-90032--2077318990,,3450.0,,1401.0,6.0,37.0,201601.0,1000.0,60372016011000.0,Block 1000,G5040,U,51445.0,U,S,311006.0,0.0,34.073668700000006,-118.17797350000001
2412 South Shenandoah Street #1,Los Angeles,CA,90034,"$3,350",,32,,,(310) 721-4071,3,3,2.0,2.0,216.0,,1216.0,,290.0,,1.0,4.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,2.0,129.0,16.0,14.0,34.0,337.0,25.0,72.0,74.0,34.039446000000005,-118.384964,9,34633,3.14,12.2,39.5,1.99,62,3.7,4400.0,0.65,0.069,0.17,0.11,120.0,42,54,30,7,13,5,13,https://www.trulia.com/c/ca/los-angeles/2412-s-shenandoah-st-1-los-angeles-ca-90034--2212975651,,3350.0,,,6.0,37.0,269700.0,1004.0,60372697001004.0,Block 1004,G5040,U,51445.0,U,S,71153.0,0.0,34.0386993,-118.3838923
1189 West 36th Street #2,Los Angeles,CA,90007,"$3,300",2002.0,35,Multi-Family,"1,220",(213) 507-7667,3,3,2.0,2.0,74.0,,456.0,,,,1.0,5.0,1.0,5.0,1.0,5.0,55.0,18.0,4.0,7.0,203.0,32.0,22.0,33.0,108.0,37.0,62.0,30.0,34.023076,-118.294315,9,65762,3.14,12.6,38.1,1.78,57,3.3,4100.0,0.57,0.096,0.64,0.17,0.0,80,87,70,23,40,5,7,https://www.trulia.com/c/ca/los-angeles/1189-w-36th-st-2-los-angeles-ca-90007--2171645356,,3300.0,,1220.0,6.0,37.0,222600.0,1003.0,60372226001003.0,Block 1003,G5040,U,51445.0,U,S,24847.0,0.0,34.023562,-118.2948902
600 West 9th Street #305,Los Angeles,CA,90015,"$3,600",,39,Multi-Family,"1,193",(626) 731-0622,3,3,2.0,2.0,387.0,2.0,1749.0,,,,1.0,4.0,0.0,0.0,1.0,5.0,53.0,38.0,2.0,8.0,926.0,54.0,250.0,198.0,3695.0,231.0,308.0,151.0,34.045421000000005,-118.26088899999999,9,62073,3.14,12.5,38.3,2.67,84,4.8,5000.0,0.53,0.14,2.4,0.42,0.34,73,81,66,26,32,5,11,https://www.trulia.com/c/ca/los-angeles/600-w-9th-st-305-los-angeles-ca-90015--2115497226,,3600.0,,1193.0,6.0,37.0,207900.0,2001.0,60372079002001.0,Block 2001,G5040,U,51445.0,U,S,25231.0,0.0,34.044754100000006,-118.26157260000001
1855 Purdue Avenue #206,Los Angeles,CA,90025,"$3,895",,38,Multi-Family,,(213) 973-2788,3,3,2.0,2.0,36.0,2.0,572.0,,,,1.0,7.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,328.0,17.0,49.0,53.0,400.0,83.0,291.0,227.0,34.041477,-118.44706399999998,9,44871,3.14,11.7,40.3,2.0,64,3.8,5500.0,0.23,0.054000000000000006,0.79,0.086,0.0,40,48,31,9,8,4,11,https://www.trulia.com/c/ca/los-angeles/1855-purdue-ave-206-los-angeles-ca-90025--2351601920,,3895.0,,,6.0,37.0,267700.0,1005.0,60372677001005.0,Block 1005,G5040,U,51445.0,U,S,21107.0,0.0,34.0417755,-118.44796000000001
3263 1/2 City Terrace Drive,Los Angeles,CA,90063,"$2,000",,46,Multi-Family,,(562) 231-2919,3,3,2.0,2.0,48.0,,193.0,,38.0,,1.0,3.0,1.0,3.0,1.0,6.0,77.0,17.0,0.0,4.0,116.0,44.0,6.0,11.0,107.0,9.0,51.0,17.0,34.048778999999996,-118.190256,9,57800,3.14,12.4,38.1,2.28,59,3.2,2300.0,0.73,0.14,5.2,0.89,0.28,82,99,66,26,55,7,10,https://www.trulia.com/c/ca/los-angeles/3263-1-2-city-terrace-dr-los-angeles-ca-90063--2349542610,,2000.0,,,6.0,37.0,530801.0,2008.0,60375308012008.0,Block 2008,G5040,U,51445.0,U,S,31311.0,0.0,34.049813799999995,-118.1896994
3722 Wall Street,Los Angeles,CA,90011,"$2,300",2004.0,57,Multi-Family,"1,153",Phone not provided,3,3,2.0,2.0,133.0,,567.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,66.0,25.0,0.0,4.0,227.0,39.0,28.0,24.0,199.0,34.0,48.0,18.0,34.014092,-118.27036499999998,9,64957,3.14,12.7,37.7,2.03,59,3.5,4200.0,0.66,0.11,3.7,0.86,0.035,87,96,77,27,60,9,5,https://www.trulia.com/c/ca/los-angeles/3722-wall-st-los-angeles-ca-90011--2077205567,,2300.0,,1153.0,6.0,37.0,228410.0,3001.0,60372284103001.0,Block 3001,G5040,U,51445.0,U,S,20992.0,0.0,34.013653999999995,-118.27014650000001
6560 Arlington Avenue,Los Angeles,CA,90043,"$2,595",,64,Single-Family Home,"1,593",(855) 721-7368,3,3,2.0,2.0,85.0,,176.0,,,,0.0,0.0,0.0,0.0,1.0,3.0,92.0,6.0,0.0,0.0,71.0,7.0,5.0,8.0,98.0,2.0,61.0,11.0,33.979673999999996,-118.318678,9,40389,3.14,12.5,37.8,1.28,54,4.0,1300.0,0.72,0.075,1.4,0.18,0.0,76,99,53,7,28,7,13,https://www.trulia.com/c/ca/los-angeles/6560-arlington-ave-los-angeles-ca-90043--1002064249,,2595.0,,1593.0,6.0,37.0,234800.0,4006.0,60372348004006.0,Block 4006,G5040,U,51445.0,U,S,18184.0,0.0,33.9791029,-118.31820959999999
10555 Ashton Avenue #201,Los Angeles,CA,90024,"$4,700",1990.0,67,Multi-Family,"1,828",Phone not provided,3,3,2.0,2.0,3.0,,175.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,276.0,11.0,40.0,56.0,340.0,66.0,220.0,79.0,34.06198,-118.43173300000001,9,34771,3.14,11.9,40.4,1.62,62,3.5,1400.0,0.34,0.061,0.29,0.081,0.0,29,32,25,9,4,3,19,https://www.trulia.com/c/ca/los-angeles/10555-ashton-ave-201-los-angeles-ca-90024--2077253987,,4700.0,,1828.0,6.0,37.0,265602.0,1002.0,60372656021002.0,Block 1002,G5040,U,51445.0,U,S,24150.0,0.0,34.0615782,-118.4326114
2960 Marengo Street,Los Angeles,CA,90033,"$2,700",1992.0,149,Single-Family Home,"1,400",(323) 219-0452,3,3,2.0,2.0,110.0,,631.0,,94.0,,0.0,0.0,1.0,3.0,1.0,6.0,73.0,17.0,0.0,7.0,109.0,38.0,5.0,17.0,88.0,8.0,37.0,18.0,34.054501,-118.19377800000001,9,49481,3.14,12.4,38.2,2.34,60,3.3,2800.0,0.71,0.14,4.8,0.8,0.35,81,98,64,24,54,7,9,https://www.trulia.com/c/ca/los-angeles/2960-marengo-st-los-angeles-ca-90033--2077325639,,2700.0,,1400.0,6.0,37.0,203200.0,1000.0,60372032001000.0,Block 1000,G5040,U,51445.0,U,S,58844.0,0.0,34.0548888,-118.19623419999999
11911 Mayfield Avenue #203,Los Angeles,CA,90049,"$4,995",,7,Multi-Family,"1,704",(310) 780-4001,3,3,2.0,2.0,35.0,2.0,572.0,,,,1.0,2.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,181.0,14.0,28.0,42.0,240.0,42.0,228.0,185.0,34.049056,-118.466852,9,46697,3.14,11.6,40.5,1.63,61,3.3,1900.0,0.23,0.052000000000000005,1.4,0.078,0.0,31,37,26,7,6,5,13,https://www.trulia.com/c/ca/los-angeles/11911-mayfield-ave-203-los-angeles-ca-90049--2077415541,,4995.0,,1704.0,6.0,37.0,264302.0,1004.0,60372643021004.0,Block 1004,G5040,U,51445.0,U,S,38971.0,0.0,34.0485404,-118.4683092
