"Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Driving","Transit","Walking","Cycling","Restaurant","Groceries","Nightlife","Cafe","Shopping","Entertainment","Beauty","Active_life","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","rent_max","rent_min","Sqft_max","Sqft_min","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"1100 South Hope Street #601","Los Angeles","CA","90015","$4,500",2007,"9","Multi-Family","1,570","(213) 598-9283","2","2",3,3,387,2,1755,NA,NA,NA,0,0,0,0,1,5,53,38,2,8,885,48,232,184,3641,209,291,148,34.041862,-118.26337,9,46790,3.14,12.5,38.3,2.8,84,4.9,6400,0.56,0.13,2.3,0.43,0.28,72,80,63,23,31,6,10,"https://www.trulia.com/c/ca/los-angeles/1100-s-hope-st-601-los-angeles-ca-90015--2115492629",NA,4500,NA,1570,6,37,207900,2009,60372079002009,"Block 2009","G5040","U",51445,"U","S",25082,0,34.0411955,-118.2631714
"7266 Outpost Cove Drive","Los Angeles","CA","90068","$18,000",1959,"5","Single-Family Home","4,529","(323) 697-3040","4","4",3,3,74,NA,558,NA,95,NA,1,8,1,3,1,7,91,4,0,3,18,1,10,1,23,12,32,22,34.118785,-118.350519,9,8417,3.14,11.9,41.3,1.52,51,2.5,3100,0.55,0.13,1.2,0.11,0.59,20,24,16,3,2,5,13,"https://www.trulia.com/c/ca/los-angeles/7266-outpost-cove-dr-los-angeles-ca-90068--2077482062",NA,18000,NA,4529,6,37,194101,1002,60371941011002,"Block 1002","G5040","U",51445,"U","S",709938,0,34.1107403,-118.348996
"2436 Federal Avenue","Los Angeles","CA","90064","$2,795",NA,"6","Multi-Family",NA,"Phone not provided","2","2",2,2,37,2,576,NA,NA,NA,1,5,1,2,1,6,94,3,0,1,227,13,40,40,347,63,181,161,34.031555,-118.443217,9,31047,3.14,11.8,40.1,2.1,61,3.8,8100,0.4,0.052,0.49,0.096,0.096,40,52,29,8,8,5,13,"https://www.trulia.com/c/ca/los-angeles/2436-federal-ave-los-angeles-ca-90064--1017471469",NA,2795,NA,NA,6,37,271200,2002,60372712002002,"Block 2002","G5040","U",51445,"U","S",25646,0,34.0323232,-118.44281
"1100 South Hope Street #614","Los Angeles","CA","90015","$2,785",2007,"13","Multi-Family","930","(310) 997-0521","1","1",1,1,387,2,1755,NA,NA,NA,0,0,0,0,1,5,53,38,2,8,885,48,232,184,3641,209,291,148,34.041862,-118.26337,9,46790,3.14,12.5,38.3,2.8,84,4.9,6400,0.56,0.13,2.3,0.43,0.28,72,80,63,23,31,6,10,"https://www.trulia.com/c/ca/los-angeles/1100-s-hope-st-614-los-angeles-ca-90015--2115492642",NA,2785,NA,930,6,37,207900,2009,60372079002009,"Block 2009","G5040","U",51445,"U","S",25082,0,34.0411955,-118.2631714
"620 South Virgil Avenue #409","Los Angeles","CA","90005","$2,610",NA,"13","Multi-Family","638","(323) 207-0833","1","1",1,1,227,NA,899,NA,NA,NA,1,6,1,5,1,5,67,26,0,5,580,61,98,113,503,79,341,73,34.063136,-118.287009,9,134433,3.14,12.4,38.9,1.91,70,3.6,1800,0.5,0.16,0.6,0.17,0,79,94,65,43,38,6,9,"https://www.trulia.com/c/ca/los-angeles/620-s-virgil-ave-409-los-angeles-ca-90005--2340527070",NA,2610,NA,638,6,37,211120,2010,60372111202010,"Block 2010","G5040","U",51445,"U","S",26777,0,34.0627655,-118.2863393
"2384 Edgewater Terrace","Los Angeles","CA","90039","$4,600",1939,"10","Single-Family Home","1,155","(310) 694-7577","2","2",1,1,23,NA,316,NA,52,NA,1,9,1,7,1,7,91,5,0,3,61,5,20,19,102,26,55,70,34.09992,-118.260181,9,25566,3.14,12.2,39.7,1.99,57,2.9,3700,0.66,0.88,2.1,0.85,3,39,52,26,9,11,5,13,"https://www.trulia.com/c/ca/los-angeles/2384-edgewater-ter-los-angeles-ca-90039--2077347156",NA,4600,NA,1155,6,37,195100,1007,60371951001007,"Block 1007","G5040","U",51445,"U","S",46175,0,34.0979815,-118.2601581
"620 South Virgil Avenue #514","Los Angeles","CA","90005","$2,545",NA,"13","Multi-Family","665","(310) 713-2848","1","1",1,1,227,NA,899,NA,NA,NA,1,6,1,5,1,5,67,26,0,5,580,61,98,113,503,79,341,73,34.063136,-118.287009,9,134433,3.14,12.4,38.9,1.91,70,3.6,1800,0.5,0.16,0.6,0.17,0,79,94,65,43,38,6,9,"https://www.trulia.com/c/ca/los-angeles/620-s-virgil-ave-514-los-angeles-ca-90005--2340452858",NA,2545,NA,665,6,37,211120,2010,60372111202010,"Block 2010","G5040","U",51445,"U","S",26777,0,34.0627655,-118.2863393
"480 North Robinwood Drive","Los Angeles","CA","90049","$10,000",1968,"13","Single-Family Home","3,188","(310) 272-5050","5","5",4,4,5,1,102,NA,NA,NA,1,8,1,8,1,9,94,2,0,3,20,0,6,9,33,8,30,24,34.067876,-118.482579,9,11184,3.14,11.5,41.1,1.4,47,2.4,1100,0.48,0.055,0.41,0.065,0,13,15,10,3,2,3,23,"https://www.trulia.com/c/ca/los-angeles/480-n-robinwood-dr-los-angeles-ca-90049--1001801641",NA,10000,NA,3188,6,37,262303,1000,60372623031000,"Block 1000","G5040","U",51445,"U","S",353044,0,34.0706397,-118.4842841
"11962 Gorham Avenue #2","Los Angeles","CA","90049","$12,900",2018,"13",NA,"2,500","(310) 500-1415","3","3",3,3,37,2,576,NA,NA,NA,1,2,1,8,1,6,94,2,0,3,170,14,27,39,237,39,234,178,34.050235,-118.470704,9,38954,3.14,11.6,40.6,1.56,59,3.2,1800,0.24,0.053,1.5,0.077,0,27,31,22,6,4,5,14,"https://www.trulia.com/c/ca/los-angeles/11962-gorham-ave-2-los-angeles-ca-90049--2351707258",NA,12900,NA,2500,6,37,264302,1001,60372643021001,"Block 1001","G5040","U",51445,"U","S",40290,0,34.0510601,-118.4708065
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.056754,-118.41508,9,26947,3.14,12,40.1,1.59,61,3.5,2200,0.46,0.063,0.21,0.086,0.4,22,26,17,7,4,5,20,"https://www.trulia.com/c/ca/los-angeles/1-w-century-dr-8b-los-angeles-ca-90067--2115688431",NA,NA,NA,NA,6,37,267901,1008,60372679011008,"Block 1008","G5040","U",51445,"U","S",119672,0,34.0559196,-118.4158815
"2626 Creston Drive","Los Angeles","CA","90068","$8,250",1940,"13","Single-Family Home","1,600","(323) 309-6906","3","3",2,2,74,NA,558,NA,95,NA,1,6,1,3,1,7,91,4,0,3,83,5,68,15,52,58,38,27,34.11655,-118.32396,9,19091,3.14,12.1,40.7,1.76,57,2.9,4000,0.55,0.16,1.6,0.15,0.077,30,32,28,6,6,3,11,"https://www.trulia.com/c/ca/los-angeles/2626-creston-dr-los-angeles-ca-90068--1001809055",NA,8250,NA,1600,6,37,189400,3001,60371894003001,"Block 3001","G5040","U",51445,"U","S",171389,0,34.1179492,-118.3230572
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.121026,-118.262317,9,25189,3.14,12,40.5,1.57,55,2.7,2900,0.62,1.2,1.8,0.68,3.8,48,61,36,17,15,5,14,"https://www.trulia.com/c/ca/los-angeles/3739-brunswick-ave-los-angeles-ca-90039--2077353225",NA,NA,NA,NA,6,37,188300,2008,60371883002008,"Block 2008","G5040","U",51445,"U","S",36300,0,34.1196691,-118.2618459
"547 North Martel Avenue","Los Angeles","CA","90036","$5,000",NA,"12","Single-Family Home","2,900","(323) 493-6710","3","3",2,2,19,NA,229,NA,48,NA,1,4,1,4,1,6,88,3,0,3,279,29,91,86,969,151,466,185,34.081668,-118.351154,9,41569,3.14,12.2,40.1,1.6,62,3.4,1900,0.66,0.1,0.35,0.1,4.3,28,27,29,12,5,4,14,"https://www.trulia.com/c/ca/los-angeles/547-n-martel-ave-los-angeles-ca-90036--1058667638",NA,5000,NA,2900,6,37,192002,3011,60371920023011,"Block 3011","G5040","U",51445,"U","S",18327,0,34.0810315,-118.351663
"620 South Virgil Avenue #366","Los Angeles","CA","90005","$3,400",NA,"13","Multi-Family",NA,"(323) 207-0833","2","2",2,2,227,NA,899,NA,NA,NA,1,6,1,5,1,5,67,26,0,5,580,61,98,113,503,79,341,73,34.063136,-118.287009,9,134433,3.14,12.4,38.9,1.91,70,3.6,1800,0.5,0.16,0.6,0.17,0,79,94,65,43,38,6,9,"https://www.trulia.com/c/ca/los-angeles/620-s-virgil-ave-366-los-angeles-ca-90005--2343543010",NA,3400,NA,NA,6,37,211120,2010,60372111202010,"Block 2010","G5040","U",51445,"U","S",26777,0,34.0627655,-118.2863393
"10535 Wilshire Boulevard #1412","Los Angeles","CA","90024","$3,800",1978,"13","Multi-Family","1,088","(310) 714-2151","2","2",2,2,3,NA,174,NA,42,NA,1,9,1,5,1,6,82,3,0,12,265,10,38,57,328,64,212,74,34.063255,-118.4327,9,34606,3.14,11.9,40.4,1.59,62,3.5,1300,0.34,0.061,0.3,0.08,0,31,33,28,9,4,3,19,"https://www.trulia.com/c/ca/los-angeles/10535-wilshire-blvd-1412-los-angeles-ca-90024--2077253635",NA,3800,NA,1088,6,37,265201,1009,60372652011009,"Block 1009","G5040","U",51445,"U","S",38826,0,34.0633362,-118.4332528
"2046 Morgan Hill Drive","Los Angeles","CA","90068","$14,000",1960,"13","Single-Family Home","3,001","(323) 251-6652","4","4",4,4,74,NA,558,NA,95,NA,1,6,1,3,1,7,91,4,0,3,256,25,134,44,226,98,179,53,34.107924,-118.314185,9,44855,3.14,12.2,40.3,2.07,62,3.2,3700,0.49,0.18,1.3,0.18,0.016,45,45,45,22,14,4,11,"https://www.trulia.com/c/ca/los-angeles/2046-morgan-hill-dr-los-angeles-ca-90068--1056192140",NA,14000,NA,3001,6,37,189300,3004,60371893003004,"Block 3004","G5040","U",51445,"U","S",88681,0,34.1076403,-118.3130754
"6643 West Olympic Boulevard","Los Angeles","CA","90048","$15,000",1927,"13","Single-Family Home","1,934","(424) 362-6189","4","4",3,3,5,NA,20,NA,12,NA,1,4,1,5,1,6,89,4,0,5,309,14,42,71,650,113,679,162,34.05937,-118.374041,9,44933,3.14,12.2,39.8,1.48,63,3.6,2700,0.63,0.079,0.14,0.09,39,30,35,26,9,6,6,15,"https://www.trulia.com/c/ca/los-angeles/6643-w-olympic-blvd-los-angeles-ca-90048--2115647263",NA,15000,NA,1934,6,37,216300,4012,60372163004012,"Block 4012","G5040","U",51445,"U","S",23382,0,34.0597853,-118.3738929
"2730 Selby Avenue","Los Angeles","CA","90064","$7,950",1945,"12","Single-Family Home","2,794","(424) 672-8200","5","5",4,4,37,2,576,NA,NA,NA,1,9,1,7,1,6,94,3,0,1,132,9,21,23,266,35,139,107,34.036005,-118.421659,9,31917,3.14,11.9,39.8,1.97,59,3.6,8400,0.45,0.056,0.23,0.11,14,33,44,23,6,4,7,13,"https://www.trulia.com/c/ca/los-angeles/2730-selby-ave-los-angeles-ca-90064--2077442226",NA,7950,NA,2794,6,37,271100,1004,60372711001004,"Block 1004","G5040","U",51445,"U","S",22796,0,34.036115,-118.4211023
"8312 Hollywood Boulevard","Los Angeles","CA","90069","$12,500",1952,"12","Single-Family Home","2,040","(310) 801-8182","3","3",3,3,74,NA,558,NA,95,NA,1,8,1,3,2,6,88,4,0,5,192,16,99,43,370,85,403,144,34.099562,-118.370674,9,32188,3.14,12.1,40.6,1.79,62,3.5,2700,0.52,0.097,0.4,0.092,0.0029,25,25,25,6,3,2,13,"https://www.trulia.com/c/ca/los-angeles/8312-hollywood-blvd-los-angeles-ca-90069--1059705525",NA,12500,NA,2040,6,37,194200,2005,60371942002005,"Block 2005","G5040","U",51445,"U","S",36364,0,34.0989956,-118.3689828
"1529 South Beverly Drive #1","Los Angeles","CA","90035","$5,800",2008,"13",NA,"2,000","(310) 275-2211","3","3",2,2,2,NA,18,NA,17,NA,1,9,1,7,1,6,93,2,0,2,165,15,14,38,343,53,378,101,34.051608,-118.395406,9,36419,3.14,12.1,39.8,1.49,61,3.5,2100,0.59,0.07,0.15,0.094,27,24,27,22,9,7,6,16,"https://www.trulia.com/c/ca/los-angeles/1529-s-beverly-dr-1-los-angeles-ca-90035--2349544902",NA,5800,NA,2000,6,37,269100,1005,60372691001005,"Block 1005","G5040","U",51445,"U","S",34435,0,34.0509025,-118.3958765
"1836 Colby Avenue #207","Los Angeles","CA","90025","$4,225",2017,"12","Multi-Family","1,364","(310) 473-3000","3","3",3,3,37,2,576,NA,NA,NA,1,7,1,2,1,6,86,7,2,2,326,18,47,56,388,88,289,235,34.040747,-118.4491,9,44716,3.14,11.7,40.3,2,64,3.8,5400,0.23,0.053,0.93,0.086,0,40,48,31,9,8,5,11,"https://www.trulia.com/c/ca/los-angeles/1836-colby-ave-207-los-angeles-ca-90025--2352533144",NA,4225,NA,1364,6,37,267700,1006,60372677001006,"Block 1006","G5040","U",51445,"U","S",19314,0,34.0412305,-118.4488715
"8620 Hillside Avenue","Los Angeles","CA","90069","$19,995",1961,"10","Single-Family Home","2,000","(310) 383-3037","2","2",2,2,74,NA,558,NA,95,NA,1,8,1,3,2,6,88,4,0,5,181,13,89,37,287,78,339,116,34.100319,-118.374249,9,30226,3.14,12.1,40.7,1.8,62,3.6,2600,0.49,0.095,0.36,0.09,0.0023,24,25,23,5,3,2,13,"https://www.trulia.com/c/ca/los-angeles/8620-hillside-ave-los-angeles-ca-90069--1042404193",NA,19995,NA,2000,6,37,194200,2013,60371942002013,"Block 2013","G5040","U",51445,"U","S",27159,0,34.1000909,-118.3736578
"3002 Hyperion Avenue","Los Angeles","CA","90027","$5,000",1982,"12",NA,"1,718","(818) 538-5600","4","4",3,3,23,NA,316,NA,52,NA,1,9,1,7,1,7,85,9,1,5,113,6,36,25,134,44,103,83,34.110874,-118.269552,9,27660,3.14,12.1,40.2,1.52,54,2.6,2300,0.67,0.87,2.3,0.63,3.3,34,47,21,9,7,5,15,"https://www.trulia.com/c/ca/los-angeles/3002-hyperion-ave-los-angeles-ca-90027--2077287903",NA,5000,NA,1718,6,37,188201,2006,60371882012006,"Block 2006","G5040","U",51445,"U","S",36791,0,34.1102273,-118.2692717
"3615 Kalsman Drive #1","Los Angeles","CA","90016","$2,900",1949,"10","Multi-Family","906","(310) 654-9041","2","2",2,2,5,NA,35,NA,8,NA,1,5,1,1,1,2,85,14,0,0,80,6,11,18,239,20,45,49,34.020918,-118.374815,9,18388,3.14,12.3,39.1,1.7,60,3.7,3900,0.68,0.069,0.26,0.13,200,57,79,35,7,20,4,15,"https://www.trulia.com/c/ca/los-angeles/3615-kalsman-dr-1-los-angeles-ca-90016--2077219887",NA,2900,NA,906,6,37,236000,4003,60372360004003,"Block 4003","G5040","U",51445,"U","S",25944,0,34.0205975,-118.3752803
"108 West 2nd Street #1007","Los Angeles","CA","90012","$4,525",1910,"13","Multi-Family","1,700","(310) 721-2455","2","2",1,1,387,2,1755,NA,NA,NA,0,0,0,0,1,5,73,13,0,9,939,62,254,218,3103,253,307,144,34.051171,-118.244855,9,42752,3.14,12.5,38.2,2.89,87,5.2,5800,0.51,0.15,4,0.68,1.5,64,73,56,21,24,3,15,"https://www.trulia.com/c/ca/los-angeles/108-w-2nd-st-1007-los-angeles-ca-90012--2115482381",NA,4525,NA,1700,6,37,207302,2001,60372073022001,"Block 2001","G5040","U",51445,"U","S",13039,0,34.0504568,-118.2454654
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.131122,-118.362898,9,11032,3.14,11.8,41.8,1.92,54,2.8,5000,0.31,0.16,0.67,0.092,6.7,21,28,14,4,2,6,12,"https://www.trulia.com/c/ca/los-angeles/3581-multiview-dr-los-angeles-ca-90068--1002022601",NA,NA,NA,NA,6,37,143700,1011,60371437001011,"Block 1011","G5040","U",51445,"U","S",213256,0,34.131397,-118.3621915
"889 Francisco Street #1001","Los Angeles","CA","90017","$4,100",2017,"13","Multi-Family","950","(213) 434-2433","1","1",1,1,387,2,1755,NA,NA,NA,1,4,0,0,1,5,43,54,0,5,920,54,245,193,3302,221,325,152,34.047085,-118.264359,9,75409,3.14,12.5,38.4,2.55,80,4.5,4600,0.53,0.15,1.8,0.32,0.2,77,85,67,33,38,6,10,"https://www.trulia.com/c/ca/los-angeles/889-francisco-st-1001-los-angeles-ca-90017--2315079493",NA,4100,NA,950,6,37,207710,1022,60372077101022,"Block 1022","G5040","U",51445,"U","S",30230,0,34.0486865,-118.2636168
"1 West Century Drive #34C","Los Angeles","CA","90067","$23,000",2010,"13","Multi-Family","2,730","(310) 980-3747","3","3",3,3,5,NA,64,NA,7,NA,1,8,2,3,1,6,97,0,0,3,223,8,41,53,579,70,495,90,34.056754,-118.41508,9,26947,3.14,12,40.1,1.59,61,3.5,2200,0.46,0.063,0.21,0.086,0.4,22,26,17,7,4,5,20,"https://www.trulia.com/c/ca/los-angeles/1-w-century-dr-34c-los-angeles-ca-90067--2115688404",NA,23000,NA,2730,6,37,267901,1008,60372679011008,"Block 1008","G5040","U",51445,"U","S",119672,0,34.0559196,-118.4158815
"2020 North Sycamore Avenue","Los Angeles","CA","90068","$7,500",1953,"13","Single-Family Home","1,882","(310) 777-6216","4","4",4,4,74,NA,558,NA,95,NA,1,2,1,3,1,7,91,4,0,3,268,13,207,53,376,162,242,117,34.10721,-118.342297,9,37796,3.14,12.1,40.6,2.06,63,3.4,3500,0.43,0.12,0.99,0.12,0.02,36,34,37,13,8,2,11,"https://www.trulia.com/c/ca/los-angeles/2020-n-sycamore-ave-los-angeles-ca-90068--2115689550",NA,7500,NA,1882,6,37,189702,1016,60371897021016,"Block 1016","G5040","U",51445,"U","S",71468,0,34.1058208,-118.3410204
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.114061,-118.359086,9,10573,3.14,12,41.1,1.5,53,2.8,1400,0.47,0.12,0.77,0.1,0.27,22,24,20,3,2,5,13,"https://www.trulia.com/c/ca/los-angeles/2451-nichols-canyon-rd-los-angeles-ca-90046--1001872157",NA,NA,NA,NA,6,37,194102,1007,60371941021007,"Block 1007","G5040","U",51445,"U","S",75622,0,34.118059,-118.359893
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.099701,-118.373946,9,31323,3.14,12.1,40.6,1.79,62,3.6,2700,0.49,0.095,0.36,0.09,0.0022,24,25,24,5,3,2,13,"https://www.trulia.com/c/ca/los-angeles/8445-franklin-ave-los-angeles-ca-90069--1038291467",NA,NA,NA,NA,6,37,194200,2013,60371942002013,"Block 2013","G5040","U",51445,"U","S",27159,0,34.1000909,-118.3736578
"620 South Virgil Avenue #465","Los Angeles","CA","90005","$2,625",2017,"13","Multi-Family","699","(323) 207-0833","1","1",1,1,227,NA,899,NA,NA,NA,1,6,1,5,1,5,67,26,0,5,580,61,98,113,503,79,341,73,34.063136,-118.287009,9,134433,3.14,12.4,38.9,1.91,70,3.6,1800,0.5,0.16,0.6,0.17,0,79,94,65,43,38,6,9,"https://www.trulia.com/c/ca/los-angeles/620-s-virgil-ave-465-los-angeles-ca-90005--2346478900",NA,2625,NA,699,6,37,211120,2010,60372111202010,"Block 2010","G5040","U",51445,"U","S",26777,0,34.0627655,-118.2863393
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.099489,-118.381876,9,25289,3.14,12,40.7,1.78,62,3.5,2500,0.44,0.093,0.28,0.085,0,23,25,20,5,4,2,13,"https://www.trulia.com/c/ca/los-angeles/8842-evanview-dr-los-angeles-ca-90069--2077486164",NA,NA,NA,NA,6,37,194300,2001,60371943002001,"Block 2001","G5040","U",51445,"U","S",834481,0,34.1024268,-118.3863027
"3585 Wasatch Avenue","Los Angeles","CA","90066","$4,500",1940,"13","Single-Family Home","1,145","(310) 387-3865","2","2",1,1,9,NA,158,NA,59,NA,1,6,1,3,1,6,89,7,0,1,79,10,15,15,118,34,118,93,34.00717,-118.439258,9,33857,3.14,11.8,39.6,1.77,57,4,1900,0.55,0.049,0.2,0.13,18,38,47,28,7,11,7,14,"https://www.trulia.com/c/ca/los-angeles/3585-wasatch-ave-los-angeles-ca-90066--2077466163",NA,4500,NA,1145,6,37,272100,1006,60372721001006,"Block 1006","G5040","U",51445,"U","S",27967,0,34.006823,-118.4396225
"243 Delfern Drive","Los Angeles","CA","90077","$57,500",1939,"13","Single-Family Home","13,000","(310) 888-3333","7","7",9,9,0,0,0,0,0,0,1,9,1,5,1,6,99,1,0,0,15,0,6,8,9,16,10,14,34.082609,-118.430635,9,4392,3.14,11.8,40.9,1.2,51,2.6,690,0.59,0.072,0.26,0.069,0.047,17,18,15,7,5,5,30,"https://www.trulia.com/c/ca/los-angeles/243-delfern-dr-los-angeles-ca-90077--1004827294",NA,57500,NA,13000,6,37,262100,2001,60372621002001,"Block 2001","G5040","U",51445,"U","S",101820,0,34.0822353,-118.4309735
"7551 Hermes Drive","Los Angeles","CA","90046","$28,000",1974,"1","Single-Family Home","3,520","(310) 801-5919","4","4",3,3,74,NA,558,NA,95,NA,1,8,1,3,2,6,88,6,0,4,5,1,3,2,20,4,8,15,34.114846,-118.363635,9,9227,3.14,12,41.1,1.36,51,2.7,820,0.5,0.12,0.64,0.096,0.26,19,21,18,2,1,6,14,"https://www.trulia.com/c/ca/los-angeles/7551-hermes-dr-los-angeles-ca-90046--1059452809",NA,28000,NA,3520,6,37,194102,1003,60371941021003,"Block 1003","G5040","U",51445,"U","S",108256,0,34.116659,-118.3650891
"889 Francisco Street #3310","Los Angeles","CA","90017","$3,150",2017,"13","Multi-Family","760","(213) 675-4472","1","1",1,1,387,2,1755,NA,NA,NA,1,4,0,0,1,5,43,54,0,5,920,54,245,193,3302,221,325,152,34.047085,-118.264359,9,75409,3.14,12.5,38.4,2.55,80,4.5,4600,0.53,0.15,1.8,0.32,0.2,77,85,67,33,38,6,10,"https://www.trulia.com/c/ca/los-angeles/889-francisco-st-3310-los-angeles-ca-90017--2342210929",NA,3150,NA,760,6,37,207710,1022,60372077101022,"Block 1022","G5040","U",51445,"U","S",30230,0,34.0486865,-118.2636168
"1345 North Fuller Avenue #305","Los Angeles","CA","90046","$3,650",1968,"14","Multi-Family","1,194","(310) 461-0400","2","2",2,2,185,1,1002,NA,NA,NA,1,8,1,3,1,6,88,6,0,4,347,30,181,80,810,206,496,229,34.095717,-118.349597,9,50681,3.14,12.1,40.4,1.98,64,3.5,2700,0.47,0.11,0.65,0.11,0.0025,34,31,36,14,7,2,13,"https://www.trulia.com/c/ca/los-angeles/1345-n-fuller-ave-305-los-angeles-ca-90046--2115625717",NA,3650,NA,1194,6,37,189902,1001,60371899021001,"Block 1001","G5040","U",51445,"U","S",40654,0,34.0961884,-118.3500959
"10824 Chalon Road","Los Angeles","CA","90077","$33,000",1930,"13","Single-Family Home","6,800","(213) 422-9412","6","6",5,5,2,NA,20,NA,11,NA,1,9,1,5,1,6,99,1,0,0,18,0,4,9,3,17,8,14,34.081832,-118.454957,9,20657,3.14,11.7,40.9,1.47,51,2.7,1300,0.48,0.063,0.32,0.068,0,41,61,47,4,4,1,5,"https://www.trulia.com/c/ca/los-angeles/10824-chalon-rd-los-angeles-ca-90077--1001601753",NA,33000,NA,6800,6,37,262100,3007,60372621003007,"Block 3007","G5040","U",51445,"U","S",294466,0,34.0817009,-118.4561149
"1130 South Flower Street #403","Los Angeles","CA","90015","$5,000",2003,"13","Multi-Family","2,000","(213) 995-5055","2","2",2,2,387,2,1755,NA,NA,NA,1,4,0,0,1,5,53,38,2,8,895,46,228,187,3589,210,299,148,34.042222,-118.264791,9,49397,3.14,12.5,38.3,2.75,82,4.7,6600,0.56,0.13,2,0.37,0.2,74,83,65,26,34,6,10,"https://www.trulia.com/c/ca/los-angeles/1130-s-flower-st-403-los-angeles-ca-90015--2115493298",NA,5000,NA,2000,6,37,207900,2005,60372079002005,"Block 2005","G5040","U",51445,"U","S",24913,0,34.0418879,-118.2642458
"6250 Hollywood Boulevard #6O","Los Angeles","CA","90028","$6,250",2009,"13","Multi-Family","1,540","(310) 890-4023","2","2",3,3,185,1,1002,NA,NA,NA,1,4,1,3,1,7,66,16,0,8,406,28,248,83,468,263,230,117,34.101599,-118.325492,9,54954,3.14,12.2,40.3,2.2,64,3.4,4000,0.47,0.15,1.1,0.15,0.004,52,53,50,22,17,4,10,"https://www.trulia.com/c/ca/los-angeles/6250-hollywood-blvd-6o-los-angeles-ca-90028--2077296203",NA,6250,NA,1540,6,37,191000,3003,60371910003003,"Block 3003","G5040","U",51445,"U","S",28229,0,34.100712,-118.3259205
"2170 Century Park East #1101","Los Angeles","CA","90067","$3,650",1966,"13","Multi-Family","832","(310) 966-0900","1","1",1,1,5,NA,64,NA,7,NA,1,8,2,3,1,6,97,0,0,3,279,14,57,63,832,82,727,101,34.057558,-118.410748,9,26786,3.14,12,40.1,1.53,62,3.5,2600,0.5,0.065,0.19,0.087,2.4,21,26,16,7,4,5,19,"https://www.trulia.com/c/ca/los-angeles/2170-century-park-e-1101-los-angeles-ca-90067--2115688810",NA,3650,NA,832,6,37,267901,2000,60372679012000,"Block 2000","G5040","U",51445,"U","S",41222,0,34.0568717,-118.4095234
"1518 La Baig Avenue","Los Angeles","CA","90028","$5,995",1914,"13","Single-Family Home","1,393","(310) 807-6169","3","3",3,3,185,1,1002,NA,NA,NA,1,4,1,3,1,7,66,16,0,8,408,47,223,73,458,242,262,96,34.098732,-118.320548,9,64411,3.14,12.2,40.2,2.18,64,3.4,4200,0.46,0.16,1,0.16,0,56,57,55,28,21,5,10,"https://www.trulia.com/c/ca/los-angeles/1518-la-baig-ave-los-angeles-ca-90028--2077293819",NA,5995,NA,1393,6,37,191000,3009,60371910003009,"Block 3009","G5040","U",51445,"U","S",15969,0,34.0984718,-118.3214197
