Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
2408 Hampshire Dr #11,Champaign,IL,61820,$680,2002,180+,Multi-Family Home,600,(217) 359-0248,1,1,1,1,4,0,1,1,1,3,10,4,6,4,2,4,40.145659,-88.244582,5,5272,3.14,10.3,39,1.37,36,2,330,0.16,0.054,2.2,0.53,0.093,61,73,49,17,11,9,8,https://www.trulia.com/rental/3211294593-2408-Hampshire-Dr-11-Champaign-IL-61820
702 South Pr,Champaign,IL,61821,"$1,200",NA,154,Single-Family Home,"1,162",(217) 356-8750,3,3,2,2,3,0,5,1,0,0,10,5,6,4,2,5,40.108770,-88.248427,5,28679,3.14,10.4,39.1,2.37,45,2.2,330,0.42,0.046,1.9,0.86,0.75,50,30,67,6,4,2,4,https://www.trulia.com/rental/3098078203-702-South-Pr-Champaign-IL-61821
713 S Randolph St #13,Champaign,IL,61820,$625,NA,159,Multi-Family Home,850,(217) 377-8850,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.107618,-88.245158,5,29441,3.14,10.3,39.1,2.49,46,2.3,330,0.37,0.046,1.9,0.91,0.79,53,32,71,7,5,1,3,https://www.trulia.com/rental/4034685760-713-S-Randolph-St-13-Champaign-IL-61820
619 S Wright St,Champaign,IL,"""61820""","$1,160 - $2,350",NA,180+,Apartment,NA,(470) 375-0877,1,3,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110813,-88.228957,5,37194,3.14,10.3,39,2.18,45,2.1,240,0.26,0.047,1.9,1.6,0.99,62,42,81,11,7,1,2,https://www.trulia.com/rental/3210689307-619-S-Wright-St-Champaign-IL-61820
201 E Healey St,Champaign,IL,61820,"$1,600",NA,144,Multi-Family Home,814,(217) 359-6108,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.111418,-88.236810,5,34007,3.14,10.3,39,2.37,46,2.2,300,0.3,0.047,2,1.5,0.94,60,40,79,9,6,1,2,https://www.trulia.com/rental/3054028175-201-E-Healey-St-Champaign-IL-61820
110 E John St,Champaign,IL,61820,$725,NA,180+,Multi-Family Home,550,(217) 356-1407,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109046,-88.237502,5,32148,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://www.trulia.com/rental/4006730888-110-E-John-St-Champaign-IL-61820
2704 S 1st St,Champaign,IL,61822,$840,NA,139,Multi-Family Home,NA,(217) 351-1800,2,2,1,1,0,2,2,1,3,2,10,6,6,4,2,4,40.079196,-88.238424,5,2779,3.14,10.4,39.1,0.603,32,1.1,150,0.06,0.04,0.38,0.24,0.03,27,30,24,7,3,6,24,https://www.trulia.com/rental/4015648476-2704-S-1st-St-Champaign-IL-61822
715 S Randolph St #20,Champaign,IL,61820,$699,NA,180,Multi-Family Home,950,(217) 377-8850,3,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108274,-88.245186,5,29479,3.14,10.3,39.1,2.49,46,2.3,330,0.37,0.046,1.9,0.92,0.79,53,32,71,7,5,1,3,https://www.trulia.com/rental/3235258763-715-S-Randolph-St-20-Champaign-IL-61820
409 W Columbia Ave #1,Champaign,IL,61820,$660,NA,159,Multi-Family Home,NA,(217) 469-6391,1,1,1,1,3,0,5,1,1,0,10,4,6,4,2,4,40.121178,-88.249671,5,15408,3.14,10.3,39.1,2.1,42,2,540,0.56,0.048,2.5,0.7,0.48,50,43,57,6,7,4,7,https://www.trulia.com/rental/4005796480-409-W-Columbia-Ave-1-Champaign-IL-61820
2401 Carisbrooke Dr #9,Champaign,IL,61820,$825,NA,180+,Multi-Family Home,"1,000",(217) 359-0248,2,2,1,1,4,0,1,1,1,3,10,4,6,4,2,4,40.145202,-88.245656,5,5304,3.14,10.3,39,1.37,36,2,330,0.17,0.054,2.2,0.53,0.094,61,73,49,17,11,9,8,https://www.trulia.com/rental/3219426852-2401-Carisbrooke-Dr-9-Champaign-IL-61820
212 E John St,Champaign,IL,"""61820""",$700,NA,180+,Apartment,NA,(217) 384-8001,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109077,-88.235601,5,33948,3.14,10.3,39,2.35,46,2.2,290,0.29,0.047,1.9,1.6,0.96,60,39,81,10,6,1,2,https://www.trulia.com/rental/3220758580-212-E-John-St-Champaign-IL-61820
2408 Chiswick Dr #3,Champaign,IL,61820,$660,NA,180+,Multi-Family Home,600,(217) 359-0248,1,1,1,1,4,0,1,1,1,3,10,4,6,4,2,4,40.145233,-88.247953,5,5551,3.14,10.3,39,1.3,36,2,210,0.15,0.053,2.2,0.47,0.076,58,69,47,13,10,8,8,https://www.trulia.com/rental/3212501411-2408-Chiswick-Dr-3-Champaign-IL-61820
308 N Prairie St,Champaign,IL,"""61820""",$625 - $950,NA,139,Apartment,NA,(217) 352-1335,Studio,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.118921,-88.248506,5,21200,3.14,10.3,39.1,2.45,45,2.2,490,0.47,0.047,2.2,0.82,0.73,52,39,65,6,6,3,5,https://www.trulia.com/rental/4003396973-308-N-Prairie-St-Champaign-IL-61820
2406 Chiswick Dr #13,Champaign,IL,61820,$810,2003,180+,Multi-Family Home,997,(217) 359-0248,2,2,1,1,4,0,1,1,1,3,10,4,6,4,2,4,40.145215,-88.247953,5,5551,3.14,10.3,39,1.3,36,2,210,0.15,0.053,2.2,0.47,0.076,58,69,47,13,10,8,8,https://www.trulia.com/rental/3230112104-2406-Chiswick-Dr-13-Champaign-IL-61820
58 E Green St,Champaign,IL,61820,"$2,590",NA,144,Single-Family Home,NA,(814) 798-0191,5,5,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110245,-88.239191,5,30514,3.14,10.3,39,2.47,47,2.3,320,0.33,0.046,2,1.2,0.89,58,37,78,8,6,1,3,https://www.trulia.com/rental/4003638431-58-E-Green-St-Champaign-IL-61820
407 W White St,Champaign,IL,"""61820""",$700 - $725,NA,180+,Apartment,NA,(217) 384-8001,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114372,-88.249393,5,25968,3.14,10.3,39.1,2.54,46,2.3,400,0.45,0.046,2.1,0.85,0.78,51,32,67,6,5,2,5,https://www.trulia.com/rental/3223464030-407-W-White-St-Champaign-IL-61820
301 E Chalmers St,Champaign,IL,"""61820""","$1,220 - $1,550",NA,142,Apartment,NA,(217) 615-5277,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.106551,-88.235113,5,34940,3.14,10.3,39,2.23,45,2.1,250,0.26,0.046,1.8,1.5,0.92,60,39,81,11,5,1,2,https://www.trulia.com/rental/3213976158-301-E-Chalmers-St-Champaign-IL-61820
402 E Stoughton St,Champaign,IL,61820,"$2,250",1899,141,Single-Family Home,"1,012",(217) 356-1407,5,5,3,3,0,2,2,1,3,2,10,4,6,4,2,4,40.113516,-88.233273,5,35296,3.14,10.3,39,2.33,46,2.2,290,0.28,0.047,2,1.6,0.99,62,42,81,10,7,1,2,https://www.trulia.com/rental/4035955813-402-E-Stoughton-St-Champaign-IL-61820
903 N Willis Ave,Champaign,IL,61821,$650,NA,172,Single-Family Home,NA,(217) 607-1645,2,2,1,1,3,0,5,1,1,0,10,4,6,4,2,4,40.124881,-88.260466,5,13245,3.14,10.3,39.1,1.89,39,1.8,530,0.63,0.047,3.3,0.49,0.18,46,41,50,4,9,6,10,https://www.trulia.com/rental/4031436857-903-N-Willis-Ave-Champaign-IL-61821
607 S Elm St,Champaign,IL,61820,"$1,200",NA,154,Single-Family Home,"1,500",(217) 356-8750,3,3,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.109364,-88.250049,5,27638,3.14,10.4,39.1,2.28,45,2.1,320,0.45,0.046,1.9,0.82,0.7,48,29,64,5,4,2,4,https://www.trulia.com/rental/3101568807-607-S-Elm-St-Champaign-IL-61820
306 S 4th St,Champaign,IL,61820,"$2,250",1909,141,Single-Family Home,896,(217) 356-1407,5,5,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.113819,-88.233487,5,35203,3.14,10.3,39,2.34,46,2.2,290,0.28,0.047,2,1.6,0.98,62,42,81,10,7,1,2,https://www.trulia.com/rental/4035957021-306-S-4th-St-Champaign-IL-61820
2019 Cynthia Dr #E202,Champaign,IL,61821,$595,NA,180+,Multi-Family Home,825,(217) 378-4683,2,2,1,1,2,0,4,2,1,0,10,4,6,4,2,5,40.137337,-88.274946,5,5748,3.14,10.3,39.1,1.57,36,1.8,500,0.32,0.049,4.3,0.32,0.083,63,63,63,9,15,7,10,https://www.trulia.com/rental/4007569999-2019-Cynthia-Dr-E202-Champaign-IL-61821
58 1/2 E Green St,Champaign,IL,61820,"$2,880",NA,144,Single-Family Home,NA,(269) 841-5856,5,5,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110272,-88.239981,5,30377,3.14,10.3,39.1,2.48,47,2.3,310,0.34,0.046,1.9,1.1,0.88,57,36,77,8,6,1,3,https://www.trulia.com/rental/4003638439-58-1-2-E-Green-St-Champaign-IL-61820
505 S 4th St,Champaign,IL,"""61820""","$895 - $1,315",NA,180+,Apartment,NA,(470) 865-5395,1,2,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.112199,-88.233588,5,34760,3.14,10.3,39,2.34,46,2.2,280,0.28,0.047,2,1.6,0.98,62,42,81,10,7,1,2,https://www.trulia.com/rental/3210685560-505-S-4th-St-Champaign-IL-61820
56 E Green St,Champaign,IL,61820,"$2,960",NA,144,Single-Family Home,NA,(507) 416-4882,5,5,3,3,0,2,2,1,3,2,10,4,6,4,2,4,40.110245,-88.239353,5,30464,3.14,10.3,39,2.48,47,2.3,320,0.33,0.046,2,1.2,0.89,58,37,78,8,6,1,3,https://www.trulia.com/rental/3143010994-56-E-Green-St-Champaign-IL-61820
107 E Daniel St #303,Champaign,IL,61820,"$1,850",NA,150,Multi-Family Home,NA,(217) 384-5555,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.107920,-88.237723,5,31719,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,37,80,9,6,1,2,https://www.trulia.com/rental/4000817656-107-E-Daniel-St-303-Champaign-IL-61820
58 E Healey St #102,Champaign,IL,61820,$615,NA,116,Multi-Family Home,360,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111501,-88.239104,5,31433,3.14,10.3,39,2.46,46,2.3,330,0.33,0.046,2,1.2,0.88,58,38,77,8,6,1,3,https://www.trulia.com/rental/4037195117-58-E-Healey-St-102-Champaign-IL-61820
306-308 S Prairie St,Champaign,IL,"""61820""",$885,NA,180+,Apartment,NA,(217) 352-1129,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.113755,-88.248467,5,30210,3.14,10.3,39.1,2.46,46,2.2,350,0.43,0.046,2,0.88,0.75,52,33,68,6,5,2,4,https://www.trulia.com/rental/3220754249-306-308-S-Prairie-St-Champaign-IL-61820
310 S Prairie St #316,Champaign,IL,"""61820""",$580 - $585,NA,180+,Apartment,NA,(217) 352-1129,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.113548,-88.248467,5,29977,3.14,10.3,39.1,2.46,46,2.2,350,0.43,0.046,2,0.88,0.76,52,33,68,6,5,2,4,https://www.trulia.com/rental/3220755086-310-S-Prairie-St-316-Champaign-IL-61820
1305 W Columbia Ave,Champaign,IL,61821,$850,NA,97,Single-Family Home,NA,(217) 356-8750,2,2,1,1,3,0,5,1,1,0,10,4,6,4,2,4,40.121344,-88.267851,5,12344,3.14,10.3,39.1,1.76,38,1.8,470,0.62,0.046,3.4,0.41,0.13,40,37,43,3,7,7,11,https://www.trulia.com/rental/3135934894-1305-W-Columbia-Ave-Champaign-IL-61821
211 W Springfield Ave,Champaign,IL,"""61820""","$655 - $1,000",NA,180+,Apartment,NA,(217) 352-1129,1,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.112578,-88.246543,5,30398,3.14,10.3,39.1,2.48,46,2.2,340,0.41,0.046,1.9,0.9,0.78,53,33,70,7,5,1,4,https://www.trulia.com/rental/3220755755-211-W-Springfield-Ave-Champaign-IL-61820
800 S Mattis Ave,Champaign,IL,"""61821""",$670 - $760,NA,180+,Apartment,NA,(217) 352-1129,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,5,40.108050,-88.276625,5,14074,3.14,10.3,39.2,1.36,36,1.6,260,0.48,0.043,1.7,0.23,0.048,34,35,32,4,4,8,13,https://www.trulia.com/rental/3220754294-800-S-Mattis-Ave-Champaign-IL-61821
55 E Healey St,Champaign,IL,"""61820""",$895,NA,180+,Apartment,NA,(724) 987-5379,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111391,-88.239550,5,31545,3.14,10.3,39,2.46,46,2.3,330,0.34,0.046,2,1.2,0.87,58,37,77,8,6,1,3,https://www.trulia.com/rental/3210682550-55-E-Healey-St-Champaign-IL-61820
1101 S Mattis Ave,Champaign,IL,"""61821""",$535 - $595,NA,180+,Apartment,NA,(217) 352-1129,1,1,1,1,3,0,5,1,0,0,10,4,6,4,2,5,40.104333,-88.276636,5,14859,3.14,10.3,39.2,1.24,36,1.5,200,0.43,0.042,1.5,0.21,0.039,32,34,30,3,4,7,14,https://www.trulia.com/rental/3220755949-1101-S-Mattis-Ave-Champaign-IL-61821
910 Kara Dr,Champaign,IL,61822,$750,NA,22,Single-Family Home,"1,040",(217) 356-8750,2,2,1,1,5,0,3,1,1,0,10,4,6,4,2,5,40.124910,-88.294669,5,8606,3.14,10.3,39.3,0.974,32,1.3,410,0.098,0.044,1.7,0.15,0.028,35,35,34,4,3,11,8,https://www.trulia.com/rental/4041609108-910-Kara-Dr-Champaign-IL-61822
511 Castleton Dr,Champaign,IL,61821,$950,NA,17,Single-Family Home,"1,189",(217) 418-2642,4,4,1,1,5,0,3,2,0,0,10,4,6,4,2,5,40.111664,-88.300996,5,9619,3.14,10.3,39.3,1.13,33,1.3,370,0.16,0.042,1.3,0.16,0.03,38,39,37,3,4,9,10,https://www.trulia.com/rental/4041873139-511-Castleton-Dr-Champaign-IL-61821
207 E Green St,Champaign,IL,"""61820""","$1,756 - $1,916",NA,180+,Apartment,NA,(217) 615-0542,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110236,-88.235931,5,33795,3.14,10.3,39,2.37,46,2.2,300,0.29,0.047,2,1.5,0.95,60,39,80,10,6,1,2,https://www.trulia.com/rental/3229383927-207-E-Green-St-Champaign-IL-61820
621623 East Grn,Champaign,IL,"""61820""","$2,995",NA,180+,Apartment,NA,(662) 995-4312,4,4,3,3,0,2,2,1,3,2,10,4,6,4,2,4,40.110260,-88.236173,5,33929,3.14,10.3,39,2.36,46,2.2,300,0.29,0.047,2,1.5,0.95,60,39,80,10,6,1,2,https://www.trulia.com/rental/3210689023-621623-East-Grn-Champaign-IL-61820
501 E White St,Champaign,IL,61820,"$1,500",1900,56,Single-Family Home,"2,350",(217) 778-2712,6,6,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114396,-88.231851,5,36522,3.14,10.3,39,2.31,45,2.2,290,0.26,0.047,2.1,1.6,0.98,63,44,81,11,8,1,2,https://www.trulia.com/rental/4040115201-501-E-White-St-Champaign-IL-61820
510 Ridgewood Ct,Champaign,IL,61821,"$1,000",1975,5,Single-Family Home,"1,000",(217) 239-7139,3,3,1,1,5,0,3,2,0,0,10,4,6,4,2,5,40.111264,-88.296606,5,10297,3.14,10.3,39.2,1.16,33,1.4,330,0.17,0.042,1.4,0.16,0.032,39,40,38,3,4,8,10,https://www.trulia.com/rental/4041170118-510-Ridgewood-Ct-Champaign-IL-61821
307 W Clark St #312,Champaign,IL,"""61820""",$540 - $725,NA,180+,Apartment,NA,(217) 352-1129,1,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115297,-88.247754,5,27628,3.14,10.3,39.1,2.6,47,2.3,400,0.42,0.047,2.1,0.88,0.79,53,34,69,7,6,2,4,https://www.trulia.com/rental/3220755274-307-W-Clark-St-312-Champaign-IL-61820
52 E Green St,Champaign,IL,"""61820""","$1,795",NA,180+,Apartment,NA,(234) 249-3214,3,3,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.110235,-88.239794,5,30429,3.14,10.3,39,2.48,47,2.3,320,0.34,0.046,1.9,1.2,0.89,57,36,77,8,6,1,3,https://www.trulia.com/rental/3210681903-52-E-Green-St-Champaign-IL-61820
210 E Park St,Champaign,IL,61820,"$1,920",NA,82,Single-Family Home,"2,000",(217) 239-4300,4,4,3,3,0,2,2,1,3,2,10,4,6,4,2,4,40.117354,-88.235892,5,30572,3.14,10.3,39,2.6,47,2.3,360,0.3,0.047,2.2,1.5,0.98,63,45,79,9,8,1,3,https://www.trulia.com/rental/4002326274-210-E-Park-St-Champaign-IL-61820
1500 W Anthony Dr,Champaign,IL,"""61821""",$550,NA,180+,Apartment,NA,(217) 352-1129,1,1,1,1,2,0,4,2,1,0,10,4,6,4,2,4,40.138588,-88.271582,5,6012,3.14,10.3,39.1,1.55,36,1.8,490,0.31,0.049,4.3,0.33,0.081,63,64,62,9,15,8,10,https://www.trulia.com/rental/3220755438-1500-W-Anthony-Dr-Champaign-IL-61821
605 Erin Dr,Champaign,IL,61822,"$1,200",NA,23,Multi-Family Home,NA,(217) 721-4687,3,3,2,2,6,1,2,1,0,0,10,4,6,4,2,5,40.122841,-88.303431,5,7685,3.14,10.3,39.3,0.764,31,1.2,380,0.021,0.044,1.5,0.14,0.021,27,29,24,2,2,10,8,https://www.trulia.com/rental/4038117740-605-Erin-Dr-Champaign-IL-61822
301 E White St #2,Champaign,IL,61820,$595,NA,117,Multi-Family Home,570,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114407,-88.235172,5,33870,3.14,10.3,39,2.4,46,2.2,320,0.29,0.047,2.1,1.6,0.98,61,42,80,9,7,1,2,https://www.trulia.com/rental/3221140528-301-E-White-St-2-Champaign-IL-61820
607 W Healey St #611,Champaign,IL,"""61820""",$650 - $660,NA,180+,Apartment,NA,(217) 352-1129,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.111647,-88.252682,5,20876,3.14,10.3,39.1,2.31,45,2.1,420,0.52,0.046,2,0.73,0.65,44,28,59,4,4,3,6,https://www.trulia.com/rental/3220754143-607-W-Healey-St-611-Champaign-IL-61820
309 W Stanage Ave,Champaign,IL,61820,$950,NA,101,Single-Family Home,"1,282",(217) 356-8750,3,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.104917,-88.247754,5,26504,3.14,10.4,39.1,2.28,45,2.1,290,0.38,0.046,1.7,0.84,0.75,49,29,66,5,3,2,4,https://www.trulia.com/rental/3156492111-309-W-Stanage-Ave-Champaign-IL-61820
507 W Green St #509,Champaign,IL,"""61820""",$725 - $780,NA,180+,Apartment,NA,(217) 352-1129,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.110071,-88.250193,5,27420,3.14,10.4,39.1,2.29,45,2.1,330,0.46,0.046,1.9,0.82,0.69,48,29,64,5,4,2,4,https://www.trulia.com/rental/3220754548-507-W-Green-St-509-Champaign-IL-61820
2006 Parkdale Dr,Champaign,IL,61821,"$1,015",NA,16,Single-Family Home,975,(217) 239-4300,3,3,1,1,4,0,5,1,0,0,10,4,6,4,2,5,40.097524,-88.280632,5,13763,3.14,10.3,39.2,0.994,35,1.4,48,0.26,0.041,0.97,0.19,0.018,27,30,24,3,4,7,16,https://www.trulia.com/rental/3235705359-2006-Parkdale-Dr-Champaign-IL-61821
507 W Springfield Ave,Champaign,IL,"""61820""",$795,NA,180+,Apartment,NA,(217) 352-1129,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.112587,-88.251021,5,23824,3.14,10.3,39.1,2.43,45,2.2,390,0.48,0.046,2,0.79,0.73,48,30,63,5,4,2,5,https://www.trulia.com/rental/3209167393-507-W-Springfield-Ave-Champaign-IL-61820
3119 W Kirby Ave #3303,Champaign,IL,"""61822""",$660 - $715,NA,180+,Apartment,NA,(217) 352-1129,1,1,1,1,5,0,3,2,0,0,10,5,6,4,2,5,40.098479,-88.297811,5,11089,3.14,10.3,39.3,1.09,33,1.3,230,0.13,0.04,0.86,0.16,0.023,28,30,27,2,3,6,16,https://www.trulia.com/rental/3220754250-3119-W-Kirby-Ave-3303-Champaign-IL-61822
1003 S Mattis Ave #1011,Champaign,IL,"""61821""",$725 - $855,NA,180+,Apartment,NA,(217) 352-1129,2,3,1,1.5,3,0,5,1,0,0,10,4,6,4,2,5,40.105404,-88.276646,5,14724,3.14,10.3,39.2,1.28,36,1.5,220,0.44,0.043,1.5,0.21,0.041,33,35,31,4,4,8,14,https://www.trulia.com/rental/3220755920-1003-S-Mattis-Ave-1011-Champaign-IL-61821
310 E Chalmers St,Champaign,IL,"""61820""",$540 - $700,NA,59,Apartment,NA,(217) 615-5273,Studio,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.106599,-88.234321,5,35093,3.14,10.3,39,2.22,45,2.1,250,0.26,0.046,1.8,1.6,0.94,61,40,82,11,5,1,2,https://www.trulia.com/rental/4001086961-310-E-Chalmers-St-Champaign-IL-61820
307 S State St #309,Champaign,IL,"""61820""",$615 - $640,NA,180+,Apartment,NA,(217) 352-1129,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.113693,-88.246859,5,30175,3.14,10.3,39.1,2.5,46,2.3,350,0.41,0.046,2,0.9,0.79,53,33,70,7,5,2,4,https://www.trulia.com/rental/3220756282-307-S-State-St-309-Champaign-IL-61820
713 W Church St #1,Champaign,IL,61820,$750,NA,60,Multi-Family Home,888,(217) 356-8750,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.118228,-88.255971,5,14134,3.14,10.3,39.1,1.79,40,1.9,490,0.68,0.046,2.5,0.54,0.25,37,31,44,3,5,5,9,https://www.trulia.com/rental/4039964848-713-W-Church-St-1-Champaign-IL-61820
10 E Main St #202,Champaign,IL,61820,"$1,365",2011,20,Multi-Family Home,927,(217) 239-4300,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.117971,-88.243019,5,27518,3.14,10.3,39,2.67,47,2.3,400,0.38,0.047,2.1,0.96,0.85,58,40,74,7,7,2,4,https://www.trulia.com/rental/3140574439-10-E-Main-St-202-Champaign-IL-61820
111 E Springfield Ave,Champaign,IL,"""61820""","$939 - $1,140",NA,89,Apartment,NA,(217) 686-4294,3,3,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.112544,-88.238351,5,32593,3.14,10.3,39,2.43,46,2.2,320,0.32,0.047,2,1.4,0.92,59,40,78,8,6,1,3,https://www.trulia.com/rental/3213972416-111-E-Springfield-Ave-Champaign-IL-61820
405 E Stoughton St,Champaign,IL,"""61820""","$990 - $1,512",NA,92,Apartment,NA,(313) 466-8426,3,4,1,2,0,2,2,1,3,2,10,4,6,4,2,4,40.113471,-88.232791,5,35398,3.14,10.3,39,2.33,46,2.2,280,0.28,0.047,2,1.6,0.98,62,42,81,10,8,1,2,https://www.trulia.com/rental/3213971420-405-E-Stoughton-St-Champaign-IL-61820
5110 Trautlake Dr S,Champaign,IL,61822,"$2,200",NA,46,Single-Family Home,"2,061",(217) 531-2703,4,4,2,2,6,1,2,1,0,0,4,3,2,8,2,9,40.118830,-88.333036,5,209,3.14,10.3,39.3,0.713,30,1.1,410,0.051,0.042,1.1,0.13,0.0089,27,33,22,3,2,11,4,https://www.trulia.com/rental/4030855706-5110-Trautlake-Dr-S-Champaign-IL-61822
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.128775,-88.251971,5,10728,3.14,10.3,39.1,1.89,39,1.9,580,0.57,0.049,3,0.61,0.24,53,50,56,8,10,6,8,https://www.trulia.com/rental/3234845688-601-Alabama-Ave-Champaign-IL-61820
106 E Healey St #108,Champaign,IL,"""61820""",$659 - $910,NA,63,Apartment,NA,(217) 615-5004,1,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111465,-88.237994,5,31940,3.14,10.3,39,2.44,46,2.2,320,0.32,0.047,2,1.4,0.93,59,39,79,9,6,1,2,https://www.trulia.com/rental/3213972391-106-E-Healey-St-108-Champaign-IL-61820
801 S 4th St,Champaign,IL,"""61820""","$1,075",NA,151,Apartment,NA,(501) 406-2160,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108770,-88.233548,5,36218,3.14,10.3,39,2.21,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,41,81,11,6,1,2,https://www.trulia.com/rental/3246601376-801-S-4th-St-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.097196,-88.251078,5,14902,3.14,10.4,39.1,1.38,38,1.6,220,0.4,0.044,1.4,0.59,0.25,37,23,46,2,2,3,7,https://www.trulia.com/rental/4039202067-1609-Park-Haven-Dr-Champaign-IL-61820
711 W Church St #8,Champaign,IL,61820,$625,NA,61,Multi-Family Home,617,(217) 356-8750,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.118174,-88.254541,5,15068,3.14,10.3,39.1,1.9,41,1.9,490,0.65,0.046,2.5,0.58,0.35,40,32,48,4,5,5,8,https://www.trulia.com/rental/4039964815-711-W-Church-St-8-Champaign-IL-61820
501 Mitchell Ct,Champaign,IL,61821,$570,NA,24,Multi-Family Home,501,(217) 351-1800,1,1,1,1,4,0,5,1,0,0,10,4,6,4,2,5,40.110957,-88.291297,5,11507,3.14,10.3,39.2,1.23,34,1.4,290,0.25,0.042,1.5,0.18,0.035,38,39,36,3,5,8,11,https://www.trulia.com/rental/3234083054-501-Mitchell-Ct-Champaign-IL-61821
705 W Church St,Champaign,IL,61820,$550,NA,26,Multi-Family Home,663,(309) 212-6165,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.118221,-88.255134,5,14316,3.14,10.3,39.1,1.82,40,1.9,490,0.68,0.046,2.5,0.55,0.27,38,31,45,3,5,5,9,https://www.trulia.com/rental/4015402951-705-W-Church-St-Champaign-IL-61820
701 Hollycrest Dr,Champaign,IL,"""61821""",$539 - $594,NA,58,Apartment,NA,(217) 615-5089,1,2,1,1,4,0,5,1,0,0,10,4,6,4,2,5,40.108893,-88.280048,5,13390,3.14,10.3,39.2,1.34,36,1.5,250,0.44,0.043,1.6,0.21,0.043,36,37,34,4,5,8,13,https://www.trulia.com/rental/3213958672-701-Hollycrest-Dr-Champaign-IL-61821
