Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
609 S Randolph St #108-A,Champaign,IL,61820,"$1,600",NA,140,Multi-Family Home,"1,400",(217) 356-8750,4,4,4,4,3,1,2,0,0,1,10,5,6,4,2,4,40.109319,-88.245176,5,29631,3.14,10.3,39.1,2.5,46,2.3,330,0.38,0.046,1.9,0.92,0.8,53,32,72,7,5,1,3,https://trulia.com/c/il//champaign/609-s-randolph-st-108-a-champaign-il-61820--2337717297
204 S 5th St #405,Champaign,IL,61820,"$2,300",2015,133,Multi-Family Home,"1,030",(217) 356-8750,3,3,2,2,1,0,1,1,0,1,10,4,6,4,2,4,40.114980,-88.232055,5,36607,3.14,10.3,39,2.31,45,2.2,290,0.27,0.047,2.1,1.6,0.97,63,44,81,10,8,1,2,https://trulia.com/c/il//champaign/204-s-5th-st-405-champaign-il-61820--2338063241
208 E White St #8,Champaign,IL,61820,$799,NA,139,Multi-Family Home,900,(217) 356-8750,3,3,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114462,-88.236122,5,33405,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/208-e-white-st-8-champaign-il-61820--2171845219
2503 Myers Ct #2,Champaign,IL,61822,$780,NA,177,Townhome,"1,150",(217) 418-2642,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.081347,-88.277046,5,9082,3.14,10.3,39.2,0.702,32,1.2,67,0.08,0.039,0.49,0.17,0.0042,17,20,13,2,2,5,17,https://trulia.com/c/il//champaign/2503-myers-ct-2-champaign-il-61822--2329679482
611 W Church St #3,Champaign,IL,61820,$650,NA,14,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.118231,-88.253173,5,15961,3.14,10.3,39.1,1.93,41,1.9,500,0.63,0.047,2.5,0.6,0.39,42,34,50,4,6,4,8,https://trulia.com/c/il//champaign/611-w-church-st-3-champaign-il-61820--2346211279
305 E White St #12,Champaign,IL,61820,$795,NA,132,Multi-Family Home,675,(217) 356-8750,2,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114406,-88.234691,5,34035,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://trulia.com/c/il//champaign/305-e-white-st-12-champaign-il-61820--2171845204
508 S 1st St #1,Champaign,IL,61820,"$1,800",NA,140,Multi-Family Home,"2,000",(217) 356-8750,4,4,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111856,-88.238688,5,32031,3.14,10.3,39,2.44,46,2.2,320,0.33,0.047,2,1.4,0.93,59,38,78,8,6,1,3,https://trulia.com/c/il//champaign/508-s-1st-st-1-champaign-il-61820--2285876729
305 E White St #9,Champaign,IL,61820,$950,NA,139,Multi-Family Home,835,(217) 356-8750,3,3,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114406,-88.234691,5,34035,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://trulia.com/c/il//champaign/305-e-white-st-9-champaign-il-61820--2337849187
313 W Stanage Ave,Champaign,IL,61820,"$1,200",NA,146,Single-Family Home,"1,116",(217) 356-8750,3,3,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.104917,-88.248210,5,26088,3.14,10.4,39.1,2.26,45,2.1,290,0.39,0.045,1.7,0.83,0.73,49,28,65,5,3,2,4,https://trulia.com/c/il//champaign/313-w-stanage-ave-champaign-il-61820--1050498995
609 S Randolph St #111-A,Champaign,IL,61820,$950,NA,133,Multi-Family Home,325,(217) 356-8750,2,2,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.109319,-88.245176,5,29631,3.14,10.3,39.1,2.5,46,2.3,330,0.38,0.046,1.9,0.92,0.8,53,32,72,7,5,1,3,https://trulia.com/c/il//champaign/609-s-randolph-st-111-a-champaign-il-61820--2338063246
505 S 1st St #301,Champaign,IL,61820,"$2,400",2016,139,Multi-Family Home,"1,500",(217) 356-8750,3,3,2,2,3,1,2,0,0,1,10,4,6,4,2,4,40.111867,-88.238756,5,31742,3.14,10.3,39,2.45,46,2.2,330,0.33,0.047,2,1.3,0.9,58,38,77,8,6,1,3,https://trulia.com/c/il//champaign/505-s-1st-st-301-champaign-il-61820--2171845308
1676 Valley Rd,Champaign,IL,61820,$875,1968,22,Multi-Family Home,"1,000",(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097194,-88.249292,5,15382,3.14,10.4,39.1,1.55,39,1.7,210,0.39,0.044,1.5,0.65,0.29,40,23,52,2,2,2,5,https://trulia.com/c/il//champaign/1676-valley-rd-champaign-il-61820--2345774597
407 S State St #3,Champaign,IL,61820,$575,NA,107,Multi-Family Home,NA,(217) 356-8750,NA,NA,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111866,-88.246839,5,30847,3.14,10.3,39.1,2.48,46,2.3,330,0.41,0.046,1.9,0.91,0.78,53,33,70,7,5,1,4,https://trulia.com/c/il//champaign/407-s-state-st-3-champaign-il-61820--2171838382
1603 Valley Rd #D1,Champaign,IL,61820,$750,1968,22,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097989,-88.249610,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://trulia.com/c/il//champaign/1603-valley-rd-d1-champaign-il-61820--2345774598
3727 Boulder Ridge Dr,Champaign,IL,61822,"$1,025",NA,107,Townhome,NA,(217) 356-8750,2,2,2,2,4,2,0,1,0,0,10,4,6,4,2,5,40.131392,-88.307990,5,5831,3.14,10.3,39.3,0.723,30,1.1,410,0.012,0.044,1.5,0.14,0.014,25,29,20,3,2,11,6,https://trulia.com/c/il//champaign/3727-boulder-ridge-dr-champaign-il-61822--1077404426
112 W Ells Ave,Champaign,IL,61820,"$1,350",NA,107,Single-Family Home,NA,(217) 356-8750,4,4,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.104184,-88.244762,5,26188,3.14,10.4,39.1,2.41,46,2.2,300,0.33,0.046,1.8,0.9,0.82,53,31,72,6,4,1,3,https://trulia.com/c/il//champaign/112-w-ells-ave-champaign-il-61820--1045634655
1101 N McKinley Ave,Champaign,IL,61821,$750,NA,68,Single-Family Home,NA,(217) 607-1645,3,3,1,1,2,1,3,0,0,0,10,4,6,4,2,4,40.126548,-88.262737,5,11821,3.14,10.3,39.1,1.89,39,1.8,510,0.61,0.047,3.5,0.47,0.16,47,43,51,4,9,7,10,https://trulia.com/c/il//champaign/1101-n-mckinley-ave-champaign-il-61821--1002228367
1656 Valley Rd,Champaign,IL,61820,$875,1968,77,Multi-Family Home,"1,000",(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097434,-88.249301,5,15815,3.14,10.4,39.1,1.59,40,1.7,220,0.38,0.044,1.5,0.65,0.33,40,23,53,2,2,2,5,https://trulia.com/c/il//champaign/1656-valley-rd-champaign-il-61820--1001725790
1410 Comanche Dr,Champaign,IL,61821,"$1,100",1963,14,Single-Family Home,"1,250",(217) 637-5126,3,3,1,1,2,1,3,0,0,0,10,4,6,4,2,4,40.142443,-88.270874,5,6145,3.14,10.3,39.1,1.46,36,1.9,440,0.27,0.05,3.7,0.33,0.07,61,64,58,10,13,8,10,https://trulia.com/c/il//champaign/1410-comanche-dr-champaign-il-61821--1008085486
209 E University Ave #208,Champaign,IL,61820,"$1,500",NA,125,Multi-Family Home,782,(217) 356-8750,2,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/209-e-university-ave-208-champaign-il-61820--2338196261
3301 Fields South Dr #201,Champaign,IL,61822,"$1,400",2017,71,Multi-Family Home,"1,028",(217) 356-8750,2,2,2,2,0,2,2,0,0,3,10,4,6,4,2,5,40.083607,-88.308070,5,6066,3.14,10.3,39.3,0.93,30,1.1,210,0.065,0.037,0.29,0.13,0.018,18,27,10,3,1,4,16,https://trulia.com/c/il//champaign/3301-fields-south-dr-201-champaign-il-61822--2344248738
209 E University Ave #203,Champaign,IL,61820,$900,NA,125,Multi-Family Home,406,(217) 356-8750,NA,NA,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/209-e-university-ave-203-champaign-il-61820--2338196263
801 W Hill St #2,Champaign,IL,61820,$600,NA,110,Multi-Family Home,550,(217) 356-8750,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.119176,-88.255980,5,14814,3.14,10.3,39.1,1.8,40,1.8,500,0.67,0.047,2.7,0.54,0.23,40,34,46,3,6,5,9,https://trulia.com/c/il//champaign/801-w-hill-st-2-champaign-il-61820--2340452889
609 Corey Ln,Champaign,IL,61822,"$1,200",NA,68,Single-Family Home,NA,(217) 356-8750,2,2,2,2,2,1,3,0,0,0,10,4,6,4,2,4,40.151269,-88.254423,5,4934,3.14,10.3,39,1.18,36,2.1,100,0.075,0.054,2.2,0.4,0.037,57,69,45,13,9,8,8,https://trulia.com/c/il//champaign/609-corey-ln-champaign-il-61822--2059028459
410 E Park St,Champaign,IL,61820,"$1,750",NA,121,Single-Family Home,"1,800",(217) 239-4300,5,5,5,5,1,0,1,1,0,1,10,4,6,4,2,4,40.117372,-88.232571,5,31809,3.14,10.3,39,2.54,47,2.3,340,0.27,0.047,2.2,1.7,1,64,46,81,10,8,1,3,https://trulia.com/c/il//champaign/410-e-park-st-champaign-il-61820--2105191369
116 N Walnut St #202A,Champaign,IL,61820,"$1,250",NA,55,Multi-Family Home,800,(217) 239-4300,2,2,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.116639,-88.242469,5,28635,3.14,10.3,39,2.68,47,2.3,370,0.38,0.047,2.1,0.97,0.84,58,39,74,7,7,2,4,https://trulia.com/c/il//champaign/116-n-walnut-st-202a-champaign-il-61820--2313440744
5 Villard Ct,Champaign,IL,61820,$725,NA,78,Single-Family Home,NA,(217) 712-7082,2,2,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.108449,-88.245684,5,29663,3.14,10.3,39.1,2.49,46,2.3,330,0.37,0.046,1.9,0.91,0.79,53,32,71,7,5,1,3,https://trulia.com/c/il//champaign/5-villard-ct-champaign-il-61820--1046180489
407 S State St #14,Champaign,IL,61820,$675,NA,107,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111866,-88.246839,5,30847,3.14,10.3,39.1,2.48,46,2.3,330,0.41,0.046,1.9,0.91,0.78,53,33,70,7,5,1,4,https://trulia.com/c/il//champaign/407-s-state-st-14-champaign-il-61820--2340512704
605 S Elm St,Champaign,IL,61820,"$1,600",NA,16,Single-Family Home,"1,900",(217) 356-8750,5,5,2,2,3,1,1,1,0,1,10,5,6,4,2,4,40.109482,-88.250049,5,27611,3.14,10.4,39.1,2.29,45,2.1,320,0.45,0.046,1.9,0.82,0.7,48,29,64,5,4,2,4,https://trulia.com/c/il//champaign/605-s-elm-st-champaign-il-61820--1002154475
1613 Valley Rd #E2,Champaign,IL,61820,$725,1968,34,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097905,-88.249543,5,16123,3.14,10.4,39.1,1.59,40,1.7,230,0.39,0.044,1.5,0.65,0.33,40,23,53,2,2,2,5,https://trulia.com/c/il//champaign/1613-valley-rd-e2-champaign-il-61820--2345397392
1811 Valley Rd #A,Champaign,IL,61820,$850,1968,34,Multi-Family Home,860,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.095638,-88.249396,5,13449,3.14,10.4,39.1,1.34,38,1.6,210,0.37,0.044,1.3,0.59,0.24,36,22,44,2,2,3,7,https://trulia.com/c/il//champaign/1811-valley-rd-a-champaign-il-61820--2213839381
106 E Armory Ave #500,Champaign,IL,61820,$995,2016,125,Multi-Family Home,500,(217) 356-8750,NA,NA,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://trulia.com/c/il//champaign/106-e-armory-ave-500-champaign-il-61820--2338196255
1605 Valley Rd #A1,Champaign,IL,61820,$775,1968,35,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097969,-88.249595,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://trulia.com/c/il//champaign/1605-valley-rd-a1-champaign-il-61820--2059003870
1703 Valley Rd #A,Champaign,IL,61820,$800,1968,77,Multi-Family Home,860,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.096891,-88.249403,5,14317,3.14,10.4,39.1,1.44,38,1.6,220,0.39,0.044,1.4,0.62,0.27,38,23,49,2,2,3,6,https://trulia.com/c/il//champaign/1703-valley-rd-a-champaign-il-61820--2343926774
3445 Stoneway Ct #C,Champaign,IL,61822,$925,NA,107,Townhome,NA,(217) 356-8750,3,3,2,2,4,2,0,1,0,0,10,4,6,4,2,5,40.130732,-88.302961,5,6346,3.14,10.3,39.3,0.723,30,1.1,380,0.012,0.044,1.6,0.14,0.018,25,28,21,2,2,11,7,https://trulia.com/c/il//champaign/3445-stoneway-ct-c-champaign-il-61822--2171838368
1735 Valley Rd #A,Champaign,IL,61820,$825,1968,34,Multi-Family Home,860,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.096520,-88.249399,5,14389,3.14,10.4,39.1,1.43,38,1.6,210,0.38,0.044,1.4,0.61,0.26,38,22,48,2,2,3,6,https://trulia.com/c/il//champaign/1735-valley-rd-a-champaign-il-61820--2345397398
407 W Green St #1,Champaign,IL,61820,$900,NA,41,Multi-Family Home,NA,(217) 356-8750,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.110117,-88.249360,5,28734,3.14,10.3,39.1,2.36,45,2.2,330,0.43,0.046,1.9,0.85,0.74,50,30,66,6,4,2,4,https://trulia.com/c/il//champaign/407-w-green-st-1-champaign-il-61820--2171845312
1605 Valley Rd #A2,Champaign,IL,61820,$750,1968,35,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097969,-88.249595,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://trulia.com/c/il//champaign/1605-valley-rd-a2-champaign-il-61820--2059003871
1114 W Daniel St,Champaign,IL,61821,"$1,450",NA,107,Single-Family Home,NA,(217) 356-8750,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.108195,-88.263801,5,15456,3.14,10.3,39.1,1.47,38,1.7,350,0.63,0.044,1.9,0.4,0.12,27,23,31,2,3,6,12,https://trulia.com/c/il//champaign/1114-w-daniel-st-champaign-il-61821--1002652648
1406 W John St,Champaign,IL,61821,"$1,050",NA,107,Single-Family Home,NA,(217) 356-8750,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,5,40.108986,-88.269583,5,13920,3.14,10.3,39.1,1.48,37,1.6,330,0.61,0.044,1.9,0.32,0.085,29,28,31,3,4,7,13,https://trulia.com/c/il//champaign/1406-w-john-st-champaign-il-61821--1002652309
1408 Bluegrass Ln,Champaign,IL,61822,"$1,100",NA,68,Townhome,NA,(217) 356-8750,2,2,2,2,4,2,0,1,0,0,10,4,6,4,2,5,40.130291,-88.308816,5,5511,3.14,10.3,39.3,0.723,30,1.1,430,0.011,0.044,1.4,0.14,0.012,25,30,19,3,2,12,5,https://trulia.com/c/il//champaign/1408-bluegrass-ln-champaign-il-61822--1002652633
105 S 4th St #303,Champaign,IL,61820,$700,NA,138,Multi-Family Home,600,(217) 356-8750,2,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115727,-88.233557,5,33939,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,44,80,9,8,1,3,https://trulia.com/c/il//champaign/105-s-4th-st-303-champaign-il-61820--2337887006
901 S 4th St #604,Champaign,IL,61820,"$1,850",NA,139,Multi-Family Home,NA,(217) 356-8750,2,2,2,2,1,0,1,1,0,1,10,5,6,4,2,4,40.107653,-88.233536,5,36030,3.14,10.3,39,2.2,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://trulia.com/c/il//champaign/901-s-4th-st-604-champaign-il-61820--2337857140
609 W Church St #32,Champaign,IL,61820,$600,NA,126,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.118231,-88.252884,5,16656,3.14,10.3,39.1,2,41,2,500,0.61,0.047,2.4,0.62,0.43,43,35,52,4,6,4,8,https://trulia.com/c/il//champaign/609-w-church-st-32-champaign-il-61820--2171845358
211 E Clark St #13,Champaign,IL,61820,$750,NA,132,Multi-Family Home,700,(217) 356-8750,2,2,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115351,-88.235883,5,33401,3.14,10.3,39,2.42,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,43,79,9,7,1,3,https://trulia.com/c/il//champaign/211-e-clark-st-13-champaign-il-61820--2244935804
106 E Armory Ave #500,Champaign,IL,61820,$995,2016,125,Multi-Family Home,500,(217) 356-8750,NA,NA,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://trulia.com/c/il//champaign/106-e-armory-ave-500-champaign-il-61820--2338196255
209 E University Ave #208,Champaign,IL,61820,"$1,500",NA,125,Multi-Family Home,782,(217) 356-8750,2,2,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/209-e-university-ave-208-champaign-il-61820--2338196261
906 S Oak St #1,Champaign,IL,61820,$900,NA,132,Multi-Family Home,715,(217) 356-8750,2,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.107357,-88.241547,5,27536,3.14,10.3,39.1,2.55,47,2.3,330,0.33,0.046,1.9,0.97,0.85,56,33,76,8,5,1,3,https://trulia.com/c/il//champaign/906-s-oak-st-1-champaign-il-61820--2182473693
810 S Oak St #31,Champaign,IL,61820,"$1,000",NA,139,Multi-Family Home,800,(217) 356-8750,3,3,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.108239,-88.241576,5,27894,3.14,10.3,39.1,2.54,47,2.3,330,0.34,0.046,1.9,0.96,0.84,55,34,76,8,5,1,3,https://trulia.com/c/il//champaign/810-s-oak-st-31-champaign-il-61820--2171845226
508 S 1st St #201,Champaign,IL,61820,$650,NA,126,Multi-Family Home,600,(217) 356-8750,1,1,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.111856,-88.238688,5,32031,3.14,10.3,39,2.44,46,2.2,320,0.33,0.047,2,1.4,0.93,59,38,78,8,6,1,3,https://trulia.com/c/il//champaign/508-s-1st-st-201-champaign-il-61820--2171845200
509 S Elm St #103,Champaign,IL,61820,"$1,350",2016,132,Multi-Family Home,845,(217) 356-8750,2,2,2,2,4,1,3,1,0,1,10,5,6,4,2,4,40.110732,-88.250069,5,27167,3.14,10.3,39.1,2.34,45,2.2,330,0.46,0.046,1.9,0.83,0.71,49,29,65,5,4,2,4,https://trulia.com/c/il//champaign/509-s-elm-st-103-champaign-il-61820--2338082412
213 W Green St #1B,Champaign,IL,61820,"$1,025",2016,126,Multi-Family Home,554,(217) 356-8750,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.110146,-88.246561,5,30220,3.14,10.3,39.1,2.49,46,2.3,330,0.39,0.046,1.9,0.91,0.78,53,32,70,7,5,1,4,https://trulia.com/c/il//champaign/213-w-green-st-1b-champaign-il-61820--2171845303
901 S 4th St #303,Champaign,IL,61820,"$1,350",NA,128,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,2,0,1,1,0,5,10,5,6,4,2,4,40.107653,-88.233536,5,36030,3.14,10.3,39,2.2,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://trulia.com/c/il//champaign/901-s-4th-st-303-champaign-il-61820--2338134529
901 S 4th St #301,Champaign,IL,61820,"$2,700",NA,139,Multi-Family Home,NA,(217) 356-8750,3,3,2,2,2,0,1,1,0,5,10,5,6,4,2,4,40.107653,-88.233536,5,36030,3.14,10.3,39,2.2,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://trulia.com/c/il//champaign/901-s-4th-st-301-champaign-il-61820--2337857139
501 E University Ave #4A,Champaign,IL,61820,"$2,300",2016,139,Multi-Family Home,"1,040",(217) 356-8750,3,3,2,2,2,0,1,1,0,5,10,4,6,4,2,4,40.116314,-88.231861,5,34676,3.14,10.3,39,2.37,46,2.2,310,0.26,0.047,2.1,1.6,1,63,45,81,10,8,1,2,https://trulia.com/c/il//champaign/501-e-university-ave-4a-champaign-il-61820--2337857136
408 E Clark St #1,Champaign,IL,61820,$625,NA,126,Multi-Family Home,520,(217) 356-8750,1,1,1,1,2,0,1,1,0,5,10,4,6,4,2,4,40.115423,-88.232562,5,34978,3.14,10.3,39,2.36,46,2.2,310,0.27,0.047,2.1,1.6,0.98,63,44,81,10,8,1,2,https://trulia.com/c/il//champaign/408-e-clark-st-1-champaign-il-61820--2338175718
314 E White St #301,Champaign,IL,61820,"$1,550",2015,132,Multi-Family Home,745,(217) 356-8750,2,2,2,2,2,0,1,1,0,5,10,4,6,4,2,4,40.114450,-88.233750,5,33919,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,43,81,9,8,1,2,https://trulia.com/c/il//champaign/314-e-white-st-301-champaign-il-61820--2338082409
56 E Healey St #101,Champaign,IL,61820,$615,NA,126,Multi-Family Home,360,(217) 356-8750,1,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111455,-88.239303,5,31392,3.14,10.3,39,2.46,46,2.3,330,0.33,0.046,2,1.2,0.88,58,38,77,8,6,1,3,https://trulia.com/c/il//champaign/56-e-healey-st-101-champaign-il-61820--2171838398
202 E White St #11,Champaign,IL,61820,"$1,350",NA,139,Multi-Family Home,850,(217) 356-8750,3,3,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/202-e-white-st-11-champaign-il-61820--2244901016
201 W Green St #111,Champaign,IL,61820,"$1,450",2017,138,Multi-Family Home,760,(217) 356-8750,2,2,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.110125,-88.245217,5,29868,3.14,10.3,39.1,2.5,46,2.3,330,0.38,0.046,1.9,0.92,0.79,53,32,71,7,5,1,3,https://trulia.com/c/il//champaign/201-w-green-st-111-champaign-il-61820--2337887007
609 W Church St #31,Champaign,IL,61820,$775,NA,139,Multi-Family Home,NA,(217) 356-8750,3,3,2,2,3,1,1,1,0,1,10,4,6,4,2,4,40.118231,-88.252884,5,16656,3.14,10.3,39.1,2,41,2,500,0.61,0.047,2.4,0.62,0.43,43,35,52,4,6,4,8,https://trulia.com/c/il//champaign/609-w-church-st-31-champaign-il-61820--2171845365
501 E University Ave #5B,Champaign,IL,61820,"$1,550",2016,132,Multi-Family Home,847,(217) 356-8750,2,2,2,2,1,0,1,1,0,1,10,4,6,4,2,4,40.116314,-88.231861,5,34676,3.14,10.3,39,2.37,46,2.2,310,0.26,0.047,2.1,1.6,1,63,45,81,10,8,1,2,https://trulia.com/c/il//champaign/501-e-university-ave-5b-champaign-il-61820--2338082410
213 W Green St #1A,Champaign,IL,61820,"$1,450",2016,132,Multi-Family Home,906,(217) 356-8750,2,2,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.110146,-88.246561,5,30220,3.14,10.3,39.1,2.49,46,2.3,330,0.39,0.046,1.9,0.91,0.78,53,32,70,7,5,1,4,https://trulia.com/c/il//champaign/213-w-green-st-1a-champaign-il-61820--2171845316
512 E Church St #2,Champaign,IL,61820,$595,2009,126,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.118405,-88.230680,5,33117,3.14,10.3,39,2.47,46,2.2,360,0.23,0.048,2.3,1.7,1,66,49,82,12,8,1,2,https://trulia.com/c/il//champaign/512-e-church-st-2-champaign-il-61820--2171833776
106 E Armory Ave #203,Champaign,IL,61820,"$1,650",2016,138,Multi-Family Home,817,(217) 356-8750,2,2,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://trulia.com/c/il//champaign/106-e-armory-ave-203-champaign-il-61820--2171845243
312 S State St #4,Champaign,IL,61820,$550,NA,126,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.113342,-88.246788,5,30737,3.14,10.3,39.1,2.47,46,2.2,340,0.41,0.046,2,0.9,0.78,53,33,70,7,5,2,4,https://trulia.com/c/il//champaign/312-s-state-st-4-champaign-il-61820--2172903006
210 E White St #11,Champaign,IL,61820,$799,NA,139,Multi-Family Home,"1,020",(217) 356-8750,3,3,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114462,-88.235883,5,33363,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/210-e-white-st-11-champaign-il-61820--2337849186
609 W White St #2,Champaign,IL,61820,$750,NA,132,Multi-Family Home,720,(217) 356-8750,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.114351,-88.252731,5,19363,3.14,10.3,39.1,2.23,44,2.1,460,0.55,0.046,2.1,0.7,0.58,44,30,57,4,4,3,6,https://trulia.com/c/il//champaign/609-w-white-st-2-champaign-il-61820--2171845290
